Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Branch A,Branch B,Branch C,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O10: Rural,O10: Suburban,O10: Urban,O11: Equally concerned and excited,O11: More concerned than excited,O11: More excited than concerned,O12: Buddhism,O12: Christianity,O12: Hinduism,O12: I do not identify with any religious group or faith,O12: Islam,O12: Other religious group,O13: Brazil,O13: Canada,O13: Chile,O13: China,O13: Germany,O13: India,O13: Indonesia,O13: Italy,O13: Japan,O13: Kazakhstan,O13: Kenya,O13: Korea South,O13: Mexico,O13: Morocco,O13: Pakistan,O13: Philippines,O13: Poland,O13: United Kingdom,O13: United States,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O8: 18-25,O8: 26-35,O8: 36-45,O8: 46-55,O8: 56-65,O9: Female,O9: Male,South America,South Eastern Asia,Souther Asia,Southern Europe,Western Asia,Western Europe
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,A profound change could be improving the quality of life of the environment,0.5900,0.7300,0.7400,0.7700,0.8000,,,,0.8800,0.7500,0.8100,0.7400,0.7200,0.7600,0.8300,0.8700,0.6700,0.8200,0.7400,0.8400,0.7600,0.7900,0.7400,0.7800,0.8500,0.7700,0.8800,0.7600,0.7500,,0.6000,0.7600,0.6400,0.7900,0.8400,0.8500,0.8000,0.7400,0.6700,0.7500,0.8000,0.5900,0.8800,,0.6500,,0.8200,0.9100,0.8400,0.7700,0.8100,0.7800,0.7300,0.6900,0.7800,0.7900,0.7400,0.8400,0.7600,0.7900,0.7400,0.7800,0.8600,0.7700,0.8800,0.7600,0.7500,0.7700,0.8100,0.7800,0.7300,0.7000,0.7800,0.7900,0.6100,0.8200,0.8300,0.7200,0.6900,0.7500
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,We would nourish nature more than tear it down to build cities. Nature would thrive,0.5900,0.7600,0.7000,0.7600,0.7900,,,,0.8800,0.7500,0.8100,0.7400,0.7400,0.7700,0.8100,0.8200,0.6400,0.8000,0.7800,0.8000,0.7700,0.7900,0.7400,0.7800,0.7900,0.7800,0.8500,0.7700,0.7400,,0.6700,0.7400,0.7500,0.7500,0.8800,0.8300,0.7700,0.6500,0.7300,0.7500,0.8000,0.6500,0.8800,,0.5900,,0.8200,0.8500,0.8200,0.7700,0.7900,0.7900,0.7900,0.6700,0.7800,0.7800,0.7700,0.8100,0.7700,0.7900,0.7300,0.7800,0.8300,0.7800,0.8500,0.7600,0.7400,0.7700,0.7900,0.7800,0.7900,0.6500,0.7800,0.7800,0.6900,0.8300,0.8100,0.6900,0.7200,0.8100
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"There will be a stronger emphasis on sustainable development and the importance of being eco-friendly. It might lead to a more equally distributed economy because the exploitations of wildlife is enriching the lives of tycoons greatly. A systematic change in laws and system, might cause a paradigm shift in jobs, economy, healthcare, and lives but I believe the impact will be mostly positive, in the long run.",0.5900,0.7600,0.7200,0.7400,0.7800,,,,0.8100,0.7500,0.7900,0.7200,0.7000,0.7500,0.8000,0.8000,0.6400,0.8000,0.7300,0.8100,0.7500,0.7700,0.7000,0.7700,0.7900,0.7600,0.8400,0.7500,0.7400,,0.6000,0.7100,0.7500,0.7500,0.8400,0.8100,0.7700,0.6500,0.6700,0.7500,0.7800,0.5900,0.8100,,0.6500,,0.8200,0.8800,0.8200,0.7300,0.7800,0.7700,0.7900,0.6900,0.7700,0.7600,0.7300,0.8100,0.7500,0.7700,0.6900,0.7700,0.8300,0.7600,0.8400,0.7400,0.7400,0.7300,0.7800,0.7700,0.7900,0.6800,0.7700,0.7600,0.6600,0.8100,0.8100,0.7200,0.7200,0.7500
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,there might be a shift in the ecosystem thereby giving a little more advantage to the conservation of natural wildlife ,0.5900,0.7500,0.7400,0.7500,0.7800,,,,0.7500,0.7500,0.8100,0.7000,0.7200,0.7200,0.8200,0.8000,0.6400,0.8200,0.7400,0.8000,0.7500,0.7700,0.7300,0.7700,0.9100,0.7700,0.8600,0.7300,0.7400,,0.6300,0.7100,0.7500,0.7400,0.7600,0.8400,0.8000,0.7000,0.6000,0.7500,0.8000,0.5900,0.7500,,0.5900,,0.9100,0.8800,0.8500,0.7400,0.7900,0.7400,0.7600,0.7200,0.7700,0.7700,0.7300,0.8100,0.7500,0.7700,0.7300,0.7700,0.9200,0.7700,0.8600,0.7200,0.7400,0.7400,0.7900,0.7400,0.7600,0.7300,0.7700,0.7700,0.6700,0.8500,0.8100,0.6900,0.6600,0.6800
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,"I don´t see those three options excluding each other, but B seems to be the most democratic approach.",0.5100,0.7300,0.7100,0.5800,0.5800,,0.5900,,,,,0.6800,,0.5100,0.6800,,,0.6700,0.6300,0.5700,0.5900,0.5200,0.7000,0.6600,,0.5200,0.5600,0.6000,0.6600,,,,,0.7500,,0.5500,,,,,,,,,,,,,0.6700,0.5600,0.5700,0.5400,0.7400,,0.5700,0.6100,0.6300,0.5900,0.5800,0.5200,0.6900,0.6700,,0.5200,0.5600,0.6100,0.6600,0.5600,0.5700,0.5400,0.7400,,0.5700,0.6100,0.5900,,0.5500,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,Biologists are appointed to represent the interests of the animal communities.,0.5000,0.6500,0.7600,0.5000,0.5900,,0.5800,,,,,0.7300,,0.5500,0.6300,,,0.6300,0.5800,0.5600,0.5900,0.5600,0.6100,0.6100,,0.5200,0.6000,0.5700,0.5700,,,,,0.6300,,0.6300,,,,,,,,,,,,,0.6200,0.5000,0.6000,0.5900,0.5700,,0.5300,0.6300,0.5800,0.5700,0.5800,0.5500,0.6300,0.6200,,0.5200,0.6000,0.5800,0.5700,0.5000,0.6000,0.5900,0.5700,,0.5300,0.6300,0.5900,,0.6200,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,"This approach balances technological insight with human judgment by bringing together ethologists, local communities, and policymakers alongside AI-derived translations",0.5000,0.6500,0.8200,0.5800,0.5700,,0.5800,,,,,0.6400,,0.5700,0.6100,,,0.6000,0.5300,0.5700,0.5800,0.5400,0.5800,0.6500,,0.5500,0.5800,0.5400,0.6300,,,,,0.5600,,0.5700,,,,,,,,,,,,,0.6200,0.5800,0.5700,0.5200,0.5200,,0.5000,0.6600,0.5300,0.5900,0.5800,0.5300,0.6000,0.6500,,0.5500,0.5800,0.5500,0.6300,0.5800,0.5700,0.5200,0.5200,,0.5000,0.6600,0.5300,,0.5700,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,This approach is fair because it involves experts who care about animals and helps make better decisions for both people and wildlife.,0.5000,0.6800,0.7100,0.5000,0.6000,,0.5800,,,,,0.6800,,0.5300,0.6300,,,0.6300,0.6300,0.5600,0.5800,0.5500,0.5800,0.6200,,0.5100,0.5800,0.5700,0.6300,,,,,0.5600,,0.6100,,,,,,,,,,,,,0.6400,0.5300,0.5600,0.5900,0.6500,,0.5600,0.6000,0.6300,0.5700,0.5700,0.5500,0.6000,0.6200,,0.5100,0.5800,0.5800,0.6300,0.5300,0.5600,0.5900,0.6500,,0.5600,0.6000,0.5300,,0.6200,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,This will make human to know what are the needs of the animals. what they like and what they do not like. How they would want to be taken care of,0.5000,0.6500,0.7100,0.5000,0.5700,,0.5700,,,,,0.7300,,0.5300,0.6300,,,0.6300,0.5300,0.5900,0.5700,0.5700,0.5500,0.5700,,0.5200,0.5600,0.5700,0.5700,,,,,0.6300,,0.5900,,,,,,,,,,,,,0.6200,0.5200,0.5700,0.5700,0.6100,,0.5300,0.6100,0.5300,0.5900,0.5700,0.5500,0.6000,0.5900,,0.5200,0.5600,0.5700,0.5700,0.5200,0.5700,0.5700,0.6100,,0.5300,0.6100,0.5900,,0.5900,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,"A shared decision making feels more appropriate because legal rights are too extreme with the risk of misinterpretation and also more recourses will be required for this, building relationships can also be not trusted as local people can also be greedy and can use it to their advantage. only good option is option B where some sort of system is there for the benefit of animals",0.4900,0.6800,0.6500,0.5800,0.5800,,0.6000,,,,,0.7700,,0.5700,0.6400,,,0.6300,0.6300,0.6100,0.5900,0.5400,0.6700,0.6600,,0.4900,0.4900,0.6400,0.6900,,,,,0.7500,,0.5300,,,,,,,,,,,,,0.6200,0.5900,0.5800,0.5700,0.7000,,0.5600,0.6300,0.6300,0.6200,0.5800,0.5400,0.6600,0.6700,,0.4900,0.4900,0.6500,0.6900,0.5900,0.5800,0.5700,0.7000,,0.5600,0.6300,0.6500,,0.5300,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,It is important to grant thema voice as the earth is common property to all species,0.4900,0.7000,0.7600,0.5000,0.5600,,0.5700,,,,,0.5900,,0.6000,0.5700,,,0.5600,0.5300,0.5700,0.5700,0.5200,0.6700,0.6000,,0.4900,0.4900,0.5600,0.7100,,,,,0.5000,,0.5300,,,,,,,,,,,,,0.5900,0.5300,0.5600,0.5000,0.6500,,0.5700,0.5500,0.5300,0.5900,0.5600,0.5300,0.6600,0.5900,,0.4900,0.4900,0.5700,0.7100,0.5300,0.5600,0.5000,0.6500,,0.5700,0.5500,0.5300,,0.5700,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,It could benefit nature and all living in it if we worked together ,0.4800,0.6800,0.8200,0.6200,0.5900,,0.5800,,,,,0.6800,,0.5300,0.5900,,,0.5800,0.5800,0.5700,0.5800,0.5200,0.6400,0.6600,,0.4800,0.6000,0.5700,0.6900,,,,,0.6900,,0.6100,,,,,,,,,,,,,0.5400,0.5500,0.5900,0.5200,0.5700,,0.5500,0.6300,0.5800,0.5900,0.5800,0.5100,0.6600,0.6700,,0.4800,0.6000,0.5800,0.6900,0.5500,0.5900,0.5200,0.5700,,0.5500,0.6300,0.5900,,0.6000,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,shared decision-making seems like a decent reality of having an authority to represent the interests of animals.,0.4800,0.6800,0.7600,0.5000,0.5900,,0.5700,,,,,0.7300,,0.5100,0.6300,,,0.6300,0.5300,0.5700,0.5700,0.5300,0.6100,0.6200,,0.4800,0.5800,0.5700,0.6000,,,,,0.6300,,0.6100,,,,,,,,,,,,,0.6200,0.4800,0.5800,0.5700,0.6100,,0.5300,0.6100,0.5300,0.5900,0.5700,0.5300,0.6300,0.6200,,0.4800,0.5800,0.5800,0.6000,0.4800,0.5800,0.5700,0.6100,,0.5300,0.6100,0.5300,,0.6200,,,
d0450cf5-8390-48b3-9776-15158af45d87,Branch B - Please explain your response,"Govt always makes decisions about animals-laws, policies and so on. It might be best to actually consult and ask them what would be in their best interests ",0.4700,0.7300,0.7100,0.5000,0.5800,,0.5900,,,,,0.8200,,0.6000,0.6400,,,0.6500,0.6300,0.5900,0.5900,0.5400,0.6400,0.6600,,0.4700,0.4900,0.6400,0.7100,,,,,0.7500,,0.5300,,,,,,,,,,,,,0.6400,0.5200,0.5800,0.6100,0.7400,,0.5600,0.6200,0.6300,0.6100,0.5800,0.5400,0.6600,0.6500,,0.4700,0.4900,0.6500,0.7100,0.5200,0.5800,0.6100,0.7400,,0.5600,0.6200,0.5900,,0.5500,,,
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,What do you think about human being?,0.4400,0.5100,0.5500,0.5800,0.5000,,,,0.4400,0.5600,0.6100,0.5000,0.4600,0.5000,0.4600,0.4700,0.6200,0.4600,0.5800,0.4800,0.5000,0.5200,0.5300,0.4800,0.5000,0.5200,0.5000,0.4800,0.4900,0.6700,0.4700,0.5700,0.5000,0.4800,0.6000,0.4800,0.5900,0.4600,0.5300,0.5600,0.5700,0.5300,0.4400,0.6000,0.5300,0.6700,0.4500,0.4400,0.4400,0.5100,0.4800,0.5400,0.5000,0.5000,0.5200,0.4900,0.5600,0.4800,0.5000,0.5200,0.5200,0.4700,0.5300,0.5200,0.5000,0.4800,0.4900,0.5100,0.4800,0.5300,0.5000,0.5100,0.5200,0.4900,0.4700,0.5400,0.4800,0.5000,0.5900,0.5800
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,How does it feel for you how humans destroy the world,0.4100,0.5700,0.6400,0.5800,0.4900,,,,0.4400,0.6300,0.5400,0.4900,0.4800,0.5400,0.5200,0.5100,0.6200,0.5300,0.5800,0.5100,0.5200,0.5100,0.4700,0.5600,0.4400,0.5400,0.4900,0.5300,0.5200,0.7300,0.6300,0.4900,0.4300,0.4200,0.5200,0.4900,0.5900,0.4200,0.7100,0.6300,0.5700,0.6500,0.4400,0.6000,0.5300,0.6700,0.4100,0.4100,0.5300,0.5100,0.4800,0.5800,0.5400,0.6400,0.5100,0.5300,0.5700,0.5100,0.5200,0.5100,0.5000,0.5600,0.4700,0.5400,0.4900,0.5300,0.5200,0.5100,0.4900,0.5800,0.5400,0.6500,0.5100,0.5300,0.5300,0.5300,0.4900,0.5600,0.4500,0.5800
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,What a day in its life looks like,0.4100,0.5100,0.5500,0.5400,0.5400,,,,0.6900,0.7500,0.5100,0.5400,0.4100,0.4900,0.5200,0.4700,0.5600,0.5100,0.5600,0.5500,0.5000,0.5200,0.4400,0.5400,0.4400,0.4900,0.4900,0.5500,0.5700,0.5300,0.6000,0.4900,0.4600,0.4400,0.4400,0.5000,0.4700,0.5800,0.5300,0.7500,0.5500,0.8800,0.6900,0.5300,0.5900,0.6700,0.4100,0.4400,0.5100,0.5300,0.4900,0.5800,0.4900,0.5700,0.5300,0.5100,0.5300,0.5400,0.5100,0.5200,0.4500,0.5400,0.4400,0.4900,0.4900,0.5500,0.5700,0.5300,0.5000,0.5700,0.5000,0.5600,0.5300,0.5100,0.5300,0.5300,0.5100,0.6000,0.5500,0.5100
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,If I could I ask one question it would be how do you feel about human beings?,0.4100,0.4400,0.4700,0.5300,0.5100,,,,0.5000,0.4400,0.5100,0.5000,0.5900,0.5700,0.5000,0.5300,0.6200,0.5000,0.5300,0.5100,0.5200,0.5300,0.5900,0.4900,0.4400,0.5100,0.5000,0.5600,0.5000,0.6000,0.4300,0.4900,0.5400,0.5300,0.5600,0.4900,0.6300,0.6700,0.4100,0.4400,0.4700,0.6500,0.5000,0.5300,0.5300,0.5300,0.4500,0.5900,0.4900,0.5300,0.5400,0.5300,0.4200,0.4500,0.5100,0.5300,0.5100,0.5100,0.5300,0.5300,0.5900,0.4800,0.5000,0.5100,0.5000,0.5500,0.5000,0.5300,0.5400,0.5200,0.4300,0.4700,0.5100,0.5300,0.4700,0.5800,0.4900,0.6000,0.5200,0.5800
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,what do you think about being alive,0.4100,0.5200,0.5300,0.5500,0.5200,,,,0.6900,0.6300,0.5400,0.5400,0.5000,0.4700,0.5100,0.5300,0.5600,0.5000,0.5000,0.4900,0.5300,0.5200,0.5300,0.5100,0.4400,0.5200,0.5300,0.5200,0.4900,0.6700,0.4700,0.4900,0.6100,0.5200,0.5600,0.5400,0.4100,0.4600,0.5300,0.6300,0.5500,0.5900,0.6900,0.6000,0.4700,0.5300,0.4500,0.5000,0.5200,0.5300,0.5000,0.5300,0.5200,0.4800,0.5200,0.5100,0.4800,0.4900,0.5300,0.5200,0.5400,0.5000,0.4400,0.5200,0.5300,0.5200,0.4900,0.5300,0.5000,0.5200,0.5300,0.4900,0.5200,0.5100,0.5500,0.4600,0.5300,0.4200,0.4800,0.4500
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,"What is your life like, What makes you happy?",0.4100,0.5600,0.5700,0.5300,0.5000,,,,0.6900,0.4400,0.4700,0.5400,0.4800,0.5000,0.5200,0.5300,0.5600,0.5100,0.5600,0.4700,0.5200,0.4900,0.5000,0.5400,0.4400,0.5200,0.4800,0.5200,0.5100,0.5300,0.5300,0.5100,0.5400,0.5300,0.5600,0.5200,0.4700,0.5000,0.7100,0.4400,0.4700,0.4100,0.6900,0.5300,0.5300,0.4700,0.5500,0.5000,0.5000,0.5000,0.4900,0.5200,0.5600,0.5500,0.5100,0.5100,0.5800,0.4700,0.5200,0.4900,0.5000,0.5400,0.4200,0.5200,0.4800,0.5300,0.5100,0.5000,0.5000,0.5200,0.5500,0.5600,0.5100,0.5100,0.5500,0.4300,0.5200,0.5000,0.4500,0.5100
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,What do you expect from human beings?,0.4100,0.4900,0.4900,0.5800,0.5100,,,,0.4400,0.4400,0.5900,0.5000,0.4600,0.5000,0.4600,0.4700,0.6500,0.4600,0.5200,0.5000,0.5100,0.5100,0.5300,0.4900,0.5900,0.5000,0.4900,0.5000,0.5200,0.6000,0.4700,0.5700,0.5000,0.5300,0.6000,0.4800,0.5600,0.5400,0.4100,0.4400,0.5500,0.5300,0.4400,0.6000,0.5900,0.7300,0.4500,0.4400,0.4300,0.5300,0.5000,0.5200,0.4900,0.4500,0.5000,0.5100,0.5000,0.5000,0.5100,0.5100,0.5500,0.4800,0.6100,0.5000,0.4900,0.4900,0.5200,0.5300,0.5000,0.5200,0.4900,0.4700,0.5000,0.5100,0.4700,0.5700,0.4900,0.5000,0.5900,0.5700
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,How do you react when in pain,0.4100,0.5500,0.4900,0.5400,0.4700,,,,0.5600,0.4400,0.5300,0.4800,0.5200,0.4600,0.5600,0.4700,0.5300,0.5600,0.5000,0.4600,0.5200,0.4900,0.5200,0.5100,0.4400,0.5300,0.4300,0.4900,0.5100,0.6000,0.4700,0.5900,0.5400,0.4400,0.5200,0.4600,0.5900,0.4600,0.6500,0.4400,0.5500,0.4100,0.5600,0.5300,0.4100,0.4700,0.4500,0.4700,0.5600,0.4700,0.4900,0.5200,0.5800,0.4300,0.5000,0.5000,0.5100,0.4600,0.5100,0.4900,0.5300,0.5100,0.4200,0.5300,0.4300,0.4900,0.5100,0.4700,0.4900,0.5100,0.5900,0.4400,0.5000,0.5000,0.5200,0.4900,0.4700,0.4500,0.4800,0.4300
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,"""What do you think of me?""",0.4000,0.4900,0.4500,0.5500,0.5300,,,,0.5000,0.6300,0.5800,0.5000,0.6100,0.5300,0.4800,0.4200,0.5000,0.4800,0.4900,0.5200,0.5300,0.5300,0.4900,0.5100,0.4700,0.5300,0.4900,0.5200,0.5200,0.6000,0.5700,0.4600,0.5000,0.4800,0.4000,0.4900,0.5300,0.7500,0.4700,0.6300,0.5700,0.5900,0.5000,0.4000,0.5300,0.7300,0.5000,0.4100,0.4800,0.5100,0.5300,0.5500,0.5000,0.4800,0.5000,0.5400,0.4700,0.5200,0.5300,0.5300,0.5100,0.5000,0.4700,0.5300,0.4900,0.5300,0.5200,0.5100,0.5300,0.5400,0.5100,0.4700,0.5000,0.5400,0.5300,0.5800,0.5000,0.5800,0.5500,0.5100
e1eb94c0-9787-4768-98c7-e016ed32e30b,What is one question you would want to ask an animal if AI could interpret?,how do you perceive the world and us humans?,0.4000,0.4600,0.4900,0.5100,0.5200,,,,0.4400,0.6300,0.4700,0.5200,0.5200,0.5600,0.5000,0.4700,0.5600,0.5000,0.5600,0.5400,0.5000,0.5100,0.5200,0.5300,0.4400,0.5000,0.5200,0.5400,0.5100,0.6000,0.5300,0.4900,0.4300,0.5200,0.5200,0.4800,0.5900,0.7100,0.4100,0.6300,0.4500,0.7600,0.4400,0.4000,0.6500,0.6700,0.4500,0.4700,0.4900,0.5000,0.5300,0.5500,0.4400,0.4500,0.5200,0.5200,0.5300,0.5300,0.5100,0.5100,0.5500,0.5200,0.4400,0.5000,0.5200,0.5500,0.5100,0.5000,0.5400,0.5400,0.4500,0.4400,0.5200,0.5200,0.4700,0.5800,0.4900,0.6300,0.4800,0.5700
e21b104e-08b4-4bc9-b63c-9d40c48568f4,What might be the biggest risk?,we might misuse the information to increase animal cruelty,0.4500,0.6000,0.6200,0.5300,0.5700,,,,0.7500,0.5600,0.5100,0.5000,0.5200,0.5700,0.5800,0.5100,0.4500,0.5600,0.4800,0.6200,0.5500,0.5900,0.5600,0.5300,0.5600,0.5700,0.5800,0.5600,0.5600,,0.5000,0.6900,0.4600,0.5700,0.6800,0.5700,0.6700,0.6100,0.4700,0.5600,0.5100,0.5300,0.7500,,0.7100,0.6000,0.4500,0.5300,0.5200,0.5300,0.5500,0.6000,0.5900,0.5900,0.5800,0.5400,0.4700,0.6200,0.5500,0.5800,0.5700,0.5300,0.5600,0.5700,0.5800,0.5600,0.5600,0.5300,0.5500,0.5900,0.6000,0.5700,0.5800,0.5400,0.5000,0.6200,0.5800,0.6100,0.4800,0.6000
e21b104e-08b4-4bc9-b63c-9d40c48568f4,What might be the biggest risk?,Missunderstand the problems,0.4500,0.5700,0.5600,0.4800,0.5700,,,,0.5000,0.6300,0.4900,0.5800,0.5400,0.5500,0.4800,0.5800,0.4500,0.4800,0.5700,0.5100,0.5400,0.5400,0.5500,0.5200,0.5900,0.5300,0.5800,0.5100,0.5300,,0.5000,0.5800,0.5400,0.5900,0.6800,0.5800,0.5700,0.5700,0.4700,0.6300,0.5100,0.5300,0.5000,,0.5300,0.6700,0.4500,0.5900,0.4600,0.5500,0.5100,0.5500,0.5800,0.5100,0.5500,0.5100,0.5600,0.5000,0.5400,0.5400,0.5500,0.5300,0.5300,0.5300,0.5800,0.5100,0.5300,0.5500,0.5000,0.5500,0.5800,0.5200,0.5500,0.5100,0.5200,0.6100,0.5700,0.5600,0.4500,0.5700
e21b104e-08b4-4bc9-b63c-9d40c48568f4,What might be the biggest risk?,Misinterpretation of the messages that animals transmit to us can cause even more problems.,0.4300,0.5600,0.5200,0.4900,0.5700,,,,0.6900,0.6900,0.4400,0.5100,0.5700,0.5800,0.5300,0.6000,0.4800,0.5200,0.5300,0.5700,0.5400,0.5500,0.5800,0.5400,0.4700,0.5400,0.5800,0.5400,0.6000,,0.5300,0.6100,0.4300,0.5200,0.5200,0.5700,0.6000,0.5700,0.4700,0.6900,0.4500,0.4700,0.6900,,0.5900,0.6700,0.5500,0.5900,0.5200,0.5800,0.5200,0.5500,0.5800,0.4900,0.5700,0.5200,0.5200,0.5700,0.5400,0.5500,0.5400,0.5400,0.4700,0.5400,0.5800,0.5400,0.6000,0.5800,0.5200,0.5600,0.5800,0.4800,0.5700,0.5200,0.4800,0.6100,0.5700,0.5600,0.5500,0.6400
e21b104e-08b4-4bc9-b63c-9d40c48568f4,What might be the biggest risk?,The misuse of information and its use with a lack of ethical conduct towards animals and their environment,0.4200,0.5800,0.4800,0.4900,0.6100,,,,0.6900,0.6300,0.4600,0.5800,0.5900,0.5900,0.5000,0.5600,0.4200,0.4800,0.5200,0.6000,0.5600,0.5800,0.5800,0.5300,0.6200,0.5400,0.6200,0.5600,0.5900,,0.4700,0.6100,0.5000,0.5700,0.7200,0.5900,0.6700,0.6100,0.6000,0.6300,0.4700,0.5900,0.6900,,0.7600,0.5300,0.5000,0.5600,0.4600,0.5600,0.5400,0.6000,0.6200,0.4600,0.6000,0.5300,0.5200,0.6000,0.5600,0.5800,0.5700,0.5400,0.5800,0.5400,0.6200,0.5600,0.5900,0.5600,0.5500,0.6000,0.6200,0.4500,0.6000,0.5300,0.4800,0.6500,0.6000,0.5700,0.6200,0.6800
e21b104e-08b4-4bc9-b63c-9d40c48568f4,What might be the biggest risk?,The poachers trying to use this technology or companies acting in bad faith.,0.4200,0.6000,0.5600,0.5400,0.5700,,,,0.5600,0.6900,0.5400,0.5400,0.5000,0.5600,0.5500,0.4900,0.4200,0.5500,0.5400,0.5800,0.5500,0.5700,0.5800,0.5300,0.5600,0.5800,0.5900,0.5400,0.5300,,0.5000,0.5300,0.5700,0.5700,0.8000,0.5500,0.5700,0.5200,0.5300,0.6900,0.5700,0.5300,0.5600,,0.7100,0.6700,0.5500,0.4700,0.5400,0.5400,0.5400,0.5800,0.6200,0.5600,0.5900,0.5300,0.5400,0.5800,0.5500,0.5700,0.5600,0.5400,0.5300,0.5800,0.5900,0.5400,0.5300,0.5400,0.5400,0.5800,0.6300,0.5500,0.5900,0.5300,0.5300,0.6400,0.5700,0.5600,0.4500,0.6600
e21b104e-08b4-4bc9-b63c-9d40c48568f4,What might be the biggest risk?,People take advantage of communication to hurt animals,0.4200,0.5800,0.5000,0.5000,0.6000,,,,0.6300,0.6300,0.4700,0.6200,0.5000,0.5700,0.5100,0.4900,0.4200,0.5000,0.4900,0.5500,0.5700,0.5900,0.5800,0.5000,0.5600,0.5300,0.5900,0.5700,0.6000,,0.5000,0.6700,0.5400,0.6100,0.6400,0.5500,0.6000,0.7000,0.6700,0.6300,0.4900,0.6500,0.6300,,0.8200,0.6700,0.4500,0.5000,0.4700,0.5600,0.5600,0.5400,0.6100,0.4900,0.5800,0.5400,0.4900,0.5500,0.5700,0.5800,0.5800,0.5100,0.5600,0.5300,0.5900,0.5600,0.6000,0.5600,0.5600,0.5400,0.6100,0.4800,0.5800,0.5400,0.5200,0.6800,0.5700,0.6600,0.5200,0.6200
e21b104e-08b4-4bc9-b63c-9d40c48568f4,What might be the biggest risk?,Humans would be disposed socially  ,0.4200,0.5600,0.5400,0.5000,0.5700,,,,0.5000,0.5600,0.5100,0.5000,0.5000,0.5600,0.5100,0.5100,0.4200,0.5200,0.5400,0.5400,0.5600,0.5700,0.5800,0.5100,0.5000,0.5500,0.6000,0.5400,0.5800,,0.5300,0.5000,0.5700,0.5200,0.7600,0.6000,0.7300,0.6500,0.4700,0.5600,0.5100,0.4700,0.5000,,0.5300,0.6000,0.4500,0.5300,0.5200,0.5500,0.5400,0.5700,0.5800,0.5400,0.5800,0.5200,0.5300,0.5500,0.5600,0.5800,0.5800,0.5000,0.5000,0.5500,0.6000,0.5300,0.5800,0.5500,0.5400,0.5700,0.5700,0.5500,0.5800,0.5200,0.5500,0.6100,0.5800,0.5600,0.5900,0.6800
