Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5
e50f83a9-1a63-4123-abd7-4ff75c3e6b7e,No,Negative,Uninformative answer,,,,
bde7737d-f83d-40b4-a01a-60a45e9ef09e,No,Negative,Other,,,,
c5745a06-5eea-421e-859e-37389bba2049,No,Negative,Other,,,,
3ce66ec1-6b9f-4328-92f5-f19b2237dd2e,No,Negative,Other,,,,
b6a89eb3-bf2d-47f2-ad2f-a413b57ec8ba,No,Negative,Uninformative answer,,,,
576f76f2-b69b-4f67-bd02-ce4554fedd24,No,Negative,Uninformative answer,,,,
663e08d7-fa39-4310-add6-c5056c876325,No,Negative,Uninformative answer,,,,
e3b5d439-a557-4f2c-9967-7b024652f6d7,No,Negative,Uninformative answer,,,,
ddcfdd8b-1c9e-4117-9b57-c64ce8be3c45,No,Negative,Other,,,,
ef9f0fbe-d2ec-4be9-bcb1-fd21d85c5750,No,Negative,Other,,,,
de2991d5-e221-4cce-9dc6-32c577c1ee10,No,Negative,Other,,,,
39e67b4b-c297-461d-a215-129342bd740a,No,Negative,Other,,,,
0eafaee9-7d5b-4b62-9146-a73d81d7716f,No,Negative,Other,,,,
e1ec7ab5-08fd-48d6-868a-b3d8ccc65b8d,No,Negative,Uninformative answer,,,,
58a98533-603c-4a93-adaf-8f831cfc0251,No,Negative,Uninformative answer,,,,
29f99bce-79fa-4fce-945f-0bcca2f3ec09,No,Negative,Uninformative answer,,,,
4e1907f1-2cec-446a-8355-9c9b9909c501,No,Negative,Uninformative answer,,,,
0fc6adea-68ab-470f-a755-712a9f8e451b,No,Negative,Uninformative answer,,,,
99bab79c-70ca-4cb9-92a4-50d2a782d318,No,Negative,Uninformative answer,,,,
7acacce1-9b6e-4631-a783-f758ebdaca3b,No,Negative,Uninformative answer,,,,
c431f6fd-4482-4ab1-b7e3-e7acf8d90619,No,Negative,Uninformative answer,,,,
a765cf2d-0cb5-43ea-a476-e93472944468,No,Negative,Uninformative answer,,,,
ac0451b5-725f-461d-ab0d-1b9443e49685,No,Negative,Uninformative answer,,,,
ba473a66-6a0f-4943-a469-7fc4aba02d6e,No,Negative,Other,,,,
f3aa02de-39a8-4c07-83a8-fd3ced7a53aa,No,Negative,Other,,,,
3f29c73d-444f-4232-9b70-5d142ea757b9,No,Negative,Other,,,,
3d78c042-6e06-401d-9430-3cdd735f6125,No,Negative,Other,,,,
b654b344-ba7b-42a5-ab2c-321c68a3783e,No,Negative,Uninformative answer,,,,
bef52519-d96a-4951-a813-42c73d5d0573,No,Negative,Uninformative answer,,,,
d47f2fb7-caa8-4d59-8e81-628a8a93bc91,No,Negative,Uninformative answer,,,,
25b401da-437f-463e-ad6a-45bf529a8588,No,Negative,Other,,,,
36acf80c-5054-441f-a894-b5a3de0c5d11,No,Negative,Other,,,,
62eac7f4-2a9d-4592-ac73-e66f8f13aa92,No,Negative,Other,,,,
3f9e1542-b3ca-49da-a899-b88bdacd572b,No,Negative,Other,,,,
97f65b62-0bb6-4c5f-b38f-040a0fcd29a0,No,Negative,Other,,,,
df251939-9b17-4e0c-b032-cb9fc993fce6,No,Negative,Other,,,,
a2d1d56a-1cb7-4bc4-9c08-9d75f6d1d588,No,Negative,Other,,,,
4f07bdd3-9623-466b-b069-59f85d10bc81,No,Negative,Other,,,,
7b91021a-8b9d-4751-9459-e47175e76ead,No,Negative,Other,,,,
46795599-6a77-4a60-b639-84b3b1a61e87,No,Negative,Other,,,,
3593bee2-6893-46ed-b08e-ff8bc397bd61,No,Negative,Uninformative answer,,,,
1ea1d0e3-2404-4953-936d-8433875a3f1a,No,Negative,Uninformative answer,,,,
2a14b83f-4ec0-4162-8ed9-244221f3abb5,No,Negative,Uninformative answer,,,,
60e7bcce-7bd6-499d-91bc-06db6463508d,No,Negative,Other,,,,
109a34a5-c0d1-4694-b9b6-1b91b3d63c27,No,Negative,Uninformative answer,,,,
4b612c35-ee14-435a-846e-f466ddb5e681,No,Negative,Uninformative answer,,,,
68b7e944-0e90-48a0-9330-16b8666643d4,No,Negative,Uninformative answer,,,,
8bbd935b-3f0f-41a0-9459-8d508b79bdd7,No,Negative,Uninformative answer,,,,
d5a57a6c-bc9d-4ef6-853e-da8fe11feb46,No,Negative,Other,,,,
38fb6535-366a-4584-b92a-1453fb61e777,No,Negative,Other,,,,
14d4f526-3218-49fa-8b13-75e4d494f5a2,No,Negative,Other,,,,
7e0901f1-549b-47de-8a37-90ef4e74ac3f,No,Negative,Other,,,,
34470d1d-cfba-4762-a038-e575c65053d8,No,Negative,Other,,,,
5746c694-5aac-4238-b83c-baed1137bd94,No,Negative,Other,,,,
fba9fbc0-3178-4353-86b9-a28180b811ee,No,Negative,Other,,,,
992178a9-4a2f-4e84-bacb-7f1dcd8bc528,No,Negative,Other,,,,
ba45674a-fd74-4967-9009-ac7b321a186f,No,Negative,Other,,,,
6450440e-c1e6-4459-b5d9-00088acd4e91,No,Negative,Uninformative answer,,,,
9336f126-cfb3-49b8-89ab-8bc5e1b4fdf2,No,Negative,Uninformative answer,,,,
f55981b5-9151-4474-96fa-bb932756f8ca,No,Negative,Other,,,,
4da2abc0-a9ae-4dba-b5f1-03d0391113d9,No,Negative,Other,,,,
933cc76c-8a43-48ef-a39c-9deffc35da43,No,Negative,Other,,,,
c396e101-fece-4651-86d2-02fcf508fd1c,No,Negative,Other,,,,
18556901-fa38-42f9-8b3a-1c635f14147f,No,Negative,Other,,,,
53e7b14e-c396-403e-822d-61615ddd5a17,No,Negative,Other,,,,
cb5dcdad-044b-4f1d-852a-b79d2db5ff90,No,Negative,Other,,,,
2b592327-c933-4d5b-b9d4-25e48f27b403,No,Negative,Other,,,,
d5964dc2-f788-4177-9d89-0df7f18c505d,No,Negative,Uninformative answer,,,,
e90022de-4e3b-489f-9ab8-5a6432e5fffb,No,Negative,Other,,,,
29053d4a-048d-422e-9769-f7ef236f7776,No,Negative,Other,,,,
4606d7ad-0d2d-4c57-bef5-282c05838d50,No,Negative,Other,,,,
238c200f-d2bd-467a-a830-adde7c02b2b8,No,Negative,Other,,,,
82ae3f9a-7c45-48a4-9924-1d32792fc3bd,No,Negative,Other,,,,
ee3ba56d-10dd-49ae-aff4-eac18aae0efc,No,Negative,Other,,,,
fdc9b11f-8839-4481-af8a-1a4376262cb8,No,Negative,Other,,,,
830aa89d-3407-4bd7-9739-bb581b1f345b,No,Negative,Other,,,,
cccce1eb-f5d4-46ba-83ba-810b30570880,No,Negative,Other,,,,
364075be-b45c-40ab-b746-647a721ff494,No,Negative,Other,,,,
2543088f-42e8-4ce8-8d32-f30074d7abca,No,Negative,Other,,,,
afb4e7a5-f02c-45ad-934d-7b6731df138c,No,Negative,Other,,,,
4f1d6c9b-b0ef-4981-a649-e9b31761d0d3,No,Negative,Uninformative answer,,,,
31f9e645-4f20-4598-9653-0c7e60a5da0f,No,Negative,Other,,,,
6279f393-0d42-46ac-a715-d81cf9eda923,No,Negative,Other,,,,
d5251628-202d-42ef-b734-414bbc1e260d,No,Negative,Other,,,,
2e2f0ad1-6133-43b4-b2f2-1679b8347902,No,Negative,Other,,,,
e0ab2807-c7e8-4f50-b07a-e4b5e57720af,No,Negative,Other,,,,
7e346a64-30df-4c99-9868-cc3b66ee47f6,No,Negative,Other,,,,
4bc7fa0d-559c-465c-9602-8e39aa80203f,No,Negative,Uninformative answer,,,,
4e0ddd8e-5271-4b6b-b295-c0aac2ab4e91,No,Negative,Uninformative answer,,,,
8ed9d2c3-f92a-4dc6-8f3f-9071f5c11b40,No,Negative,Uninformative answer,,,,
2f57f483-d958-45b4-8d3f-146848ad35b3,No,Negative,Uninformative answer,,,,
027f8298-8211-4981-acd5-22d36182ad19,No ,Negative,Other,,,,
950d559a-8339-4763-8160-429bca751e91,No ,Negative,Other,,,,
de74346b-57f7-47ab-93cc-606ce67ac3b4,No ,Negative,Other,,,,
a923e301-cea2-4de9-88e5-c7436387c02a,No ,Negative,Other,,,,
873ba2f5-cc6d-4581-9d71-762e2c243862,No ,Negative,Other,,,,
ca660859-1e3e-4dc6-96e9-78d57aa9802e,No ,Negative,Other,,,,
b25f33b5-8f5a-489e-a73c-2e470005849b,No ,Negative,Uninformative answer,,,,
ac564383-cd06-49e5-9c82-dd81f8fae981,No ,Negative,Other,,,,
90188297-793e-42b1-bde9-f97557042620,No ,Negative,Uninformative answer,,,,
26635b20-2d2e-4af1-b9f2-1fc862d78c86,No ,Negative,Other,,,,
26dc5b72-5fa7-4f2e-88de-2fbb9ae30847,No ,Negative,Other,,,,
d36d8b9c-ade7-4ff2-9aa5-063306e12fac,No ,Negative,Other,,,,
1d835488-7793-4d00-a6fd-d5706de02caf,No  ,Negative,Uninformative answer,,,,
84039d40-deb8-4306-8cd3-d97e7745205a,"No , this was a thorough survey ",Neutral,Other,,,,
872e4eb0-d717-4922-9852-a4f60f885449,"No ,I felt the things I wanted to know were covered, it was reassuring to read other peoples comments, and see we all have similar questions.",Neutral,Other,,,,
60d2aead-4046-4ac5-a19b-5a99f50686cf,No - covered just about everything,Neutral,Other,,,,
9c36d44e-98da-4d23-8af2-318b5eb98619,No :),Neutral,Uninformative answer,,,,
3d02285a-322f-4f75-9287-d5f348fe6de8,No :),Neutral,Uninformative answer,,,,
20ea7251-f639-4cab-bf81-6cff8bf14867,No :),Neutral,Other,,,,
631310cc-73a2-4de4-9360-bcf91d89fc8d,No :-),Neutral,Other,,,,
953d4985-3056-421a-9539-ac3ac99d136f,No I am happy I have covered everything.,Neutral,Other,,,,
58ae6748-bd11-49cf-991f-e799ed68dab7,No I am okay thank you ,Neutral,Other,,,,
b56ab02e-3b31-425b-b758-cc6dc24c7342,No I don't think so ,Negative,Other,,,,
b3c339a6-41db-4ecb-ae58-197c0dc5a6b6,No I don't think so.,Negative,Uninformative answer,,,,
764540fb-4437-4b63-a849-7c46bae329bd,No I don't think so. ,Negative,Other,,,,
26939f73-5bf2-4706-aab7-40c00672074c,No I expressed my concerns,Negative,Other,,,,
44ef0cb8-b775-47e5-a9cd-82bc2a111e1b,No I feel I have said what I want to say,Neutral,Uninformative answer,,,,
f2950420-d190-4d45-a628-a0d052efdfd0,No I think I covered everything I wanted to say ,Neutral,Other,,,,
17c86214-9cf2-4cef-a4d3-f3b0d3e132ed,No I think all has been covered ,Negative,Other,,,,
1ceccd6c-d47c-4476-9a3e-dffeb79450c2,No I think all important things have been covered,Neutral,Other,,,,
aec197ef-7ead-4c39-aa2a-7a3293b34305,No I think everything was covered,Negative,Uninformative answer,,,,
23953141-3198-4347-a0ce-d9e58cd13039,No I think everything was covered ,Negative,Other,,,,
bca77f2e-7349-459a-9103-0f8263339465,No I think it covered everything ,Neutral,Other,,,,
f46982c3-b12b-41dc-b7e6-36056ceff32f,No I think my views were covered,Negative,Other,,,,
efacbbd3-ee8a-4308-bfd6-51d0185fc8b8,No I think the survey was great,Neutral,Other,,,,
d177ae4a-ad1d-4f24-aa28-530ee194f42e,No I think this survey covered everything ,Neutral,Other,,,,
005b3495-3399-4096-a639-dbb356d47b51,No I think this survey covered most things AI related,Neutral,Other,,,,
cc055aca-2476-488e-9f03-ba4df79249f7,No I think we are done here as it is obvious I have serious concerns about AI,Negative,Other,,,,
e8751b67-84d1-4789-a4ad-571ef2b661ab,No additional comments. ,Neutral,Uninformative answer,,,,
a61d4d90-4369-487c-8286-c4d9278dffbb,No all covered ,Neutral,Uninformative answer,,,,
8571c887-bd81-4de6-aa51-4308d11f69f4,No all good ,Negative,Uninformative answer,,,,
c1116a92-ba19-4da2-bab9-9350ca2a5e1d,No all good ,Negative,Other,,,,
1a62ac10-14a2-4ce5-8add-a6aaf375e484,No all good thank you. ,Neutral,Other,,,,
375e0da2-05e0-4ab6-9057-dd11073b3ca7,No all good thanks,Negative,Other,,,,
6a2b64e1-d49d-4d59-b7cd-bcc6457b4ffd,No all good. ,Negative,Other,,,,
96d3eda6-019f-4790-860e-8b22eba0138c,No and you have really made me think so thank you,Positive,Other,,,,
c74c7c04-e65e-4ec6-a6d9-e0a5e129c032,No comment to make here.,Neutral,Uninformative answer,,,,
31f2c67b-99e4-4457-9b11-9406e13e19c5,No comments,Neutral,Uninformative answer,,,,
f0d30144-b384-4ff4-a6c9-c7229d8cbba0,No don’t think so ,Negative,Other,,,,
bcc9b95f-cf6b-4396-83e5-8a8e4ae8e255,No everything was covered,Negative,Other,,,,
023eec71-1abb-4d20-9ee9-799eb26976e9,No everything was covered pretty well. ,Neutral,Other,,,,
48b6c6bc-2b00-4d39-982b-df49e1da8eb1,"No further comments, thank you",Positive,Other,,,,
c049179f-c75e-4d78-8ce8-433bd6c0107d,No further comments.,Neutral,Other,,,,
b120c7a4-f988-481b-9edf-4bc166855fd3,No i don't think so,Negative,Other,,,,
a819d7f9-6d26-4c0e-b493-9a0d3acbca37,No i don't think so it was very interesting ,Neutral,Other,,,,
617837e2-f6ab-49aa-9661-487712c73e82,No i think we covered all of your required questions and I was honest throughout ,Positive,Other,,,,
b54b0e1e-56d3-472d-9c0b-e5bc5397b1e7,No it was a good survey,Negative,Other,,,,
29c05fff-244e-4e57-9fbb-1c7b0757cbed,No it was a great answer. Just wondering though why one of my answers was deleted?,Neutral,Other,,,,
02e0dfff-5d31-4ad1-81f0-7069aa7675e2,No it was a great survey thanks.,Neutral,Other,,,,
05345c8c-63cd-40c6-ad44-81c20704ca91,No it was good ,Neutral,Other,,,,
0a2ee965-f8f5-4ab4-8541-8214c347b6ef,"No it was quite comprehensive - perhaps other areas of application for AI like warfare relate to this discussion, the autonomy of decisions ",Neutral,AI's influence on autonomy and decision-making,Ethical concerns and AI regulation,,,
0225af61-e1b2-49ba-ac90-5d7c5e06772f,No it was very comprehensive.,Neutral,Other,,,,
f965f2be-03a6-4f01-8e96-5ff1f7f27fea,No just that someone of my age does struggle to really know how all this AI works.,Neutral,Inclusivity for all ages and abilities in AI design,,,,
5f6aa2f8-fc2e-4d05-9977-941f8ccefd64,No not really,Negative,Uninformative answer,,,,
7b72d3e2-ac2b-4ff9-9f55-d4a9e5ffc399,No nothing at all,Negative,Other,,,,
c65d3863-585f-4132-bd35-f3ddfdbafbbf,No nothing else,Neutral,Other,,,,
d0a7029b-9a09-4980-ac91-36a8333a2916,No nothing else to share,Neutral,Other,,,,
d8306aa2-310a-4794-afce-c5b327cee16c,No nothing thank you ,Negative,Other,,,,
376316a3-e22c-4d05-82e0-79423780b45c,No nothing to add. ,Neutral,Other,,,,
969d2431-e16f-4dda-a69d-594548d9cd41,No thank you,Negative,Other,,,,
d1dd444a-3247-492b-a381-382c016bda42,No thank you,Negative,Other,,,,
6167ffab-114e-4424-b8fc-79fbb65232e2,No thank you,Negative,Other,,,,
a180c445-8d92-47a1-9e6f-1b394520de1d,No thank you,Negative,Uninformative answer,,,,
b8bec702-9f96-49d5-b664-83e8fbffeb46,No thank you,Negative,Other,,,,
d605c4d8-bb80-4dda-a785-7e23519d63e3,No thank you,Negative,Uninformative answer,,,,
a8740624-99dd-4622-9454-9a3e19e2e1bb,No thank you,Negative,Uninformative answer,,,,
a00f3163-7271-42a6-928d-557a35bd4d42,No thank you ,Negative,Other,,,,
d0df7876-d8b0-4ea4-8cde-b723b434752a,No thank you ,Negative,Other,,,,
02755965-00c5-45f0-8294-77ee97003f1e,No thank you ,Negative,Other,,,,
b9d28b53-c5c5-4568-8e12-7411bce5f512,No thank you ,Negative,Other,,,,
039e87c5-f59f-400c-bad5-c6a70acd3318,No thank you ,Negative,Uninformative answer,,,,
ca8173d1-3a8d-4ba8-943f-9c54539752cb,No thank you ,Negative,Uninformative answer,,,,
86b0b652-a7dd-4ed6-b3ef-02bb4ba11aac,No thank you - I have gained some great insights ,Positive,Other,,,,
d896de2c-c5d7-4215-9aa8-1856223aaeb0,No thank you what a fantastic study I wish you luck,Positive,Other,,,,
e0e0c462-053b-457d-b722-ad800b3404c2,No thank you! ,Negative,Other,,,,
23c4486f-fc2f-44b1-bb35-f9dd22f5ba81,"No thank you, I enjoyed taking part :)",Neutral,Other,,,,
c57cea91-77bf-4796-963c-a41fdae23a61,"No thank you, i now know i have a bias towards AI and should look into it more. This survey has made me think more on how AI can help on a day to day basis where before i thought it was just going to take our jobs! 

Thank you!",Neutral,"AI bias, fairness, and inclusivity",AI's use in customer service and daily life,Ethical concerns and AI regulation,Job loss and employment impacts of AI,Need for more public education about AI
55704417-3efd-4f3a-8e83-d8150916721f,No thank you.,Negative,Uninformative answer,,,,
9237d964-18a0-4f28-9993-200b3a5d96b6,No thank you. ,Negative,Uninformative answer,,,,
46c7ec77-526a-4e2f-90ef-619d5fe3515b,No thank you. ,Negative,Other,,,,
a6d1b5ee-5f8e-4690-8528-fb6e14d372bf,No thank you. ,Negative,Other,,,,
ce2daf1e-0054-4840-b6d3-e9e502e47a83,No thanks,Negative,Other,,,,
60c6d5f0-a172-42f2-8f73-f6874d8e1e06,No thanks,Negative,Other,,,,
28aa61b2-c41b-4657-b20f-107bffa0df5b,No thanks,Negative,Other,,,,
9d55be09-6584-47db-894d-3f31e5495bdf,No thanks,Negative,Uninformative answer,,,,
0bbf8f2a-bfa0-40ce-8375-dd5681f740fe,No thanks,Negative,Uninformative answer,,,,
4ecc8a45-7ffb-41b0-be58-9382ba4ed0c7,No thanks,Negative,Other,,,,
3e0a401b-be28-402b-be62-15b5ee2e2fdb,No thanks,Negative,Uninformative answer,,,,
4d76c821-bc5e-446d-9cdf-2782a5fea236,No thanks ,Negative,Other,,,,
2fccacf5-8c22-4217-abdb-483fc0ba32e7,No thanks ,Negative,Other,,,,
4f6fd0e8-6120-4708-b7b7-5127032c0ffc,No thanks ,Negative,Other,,,,
4591bdf4-269e-43dd-aad6-be4eb0e84173,No thanks ,Negative,Other,,,,
10fddfcf-db56-4c93-ac1e-6f26ef3507e0,No thanks ,Negative,Other,,,,
208f6824-10be-463a-823b-e80138d3bad1,No thanks ,Negative,Other,,,,
04b719c9-dd87-4356-b08c-5171e72fc939,No thanks ,Negative,Uninformative answer,,,,
1c535fde-e577-4bf1-bf40-b7e48723237b,No thanks ,Negative,Other,,,,
eef64e7c-358f-4ca9-ab17-ea2309fdd626,No thanks ,Negative,Uninformative answer,,,,
04695d7c-20dd-457e-81e9-0924ce7e893c,No thanks ,Negative,Other,,,,
6d9959be-a3dc-4ae8-9e03-93b50fc64345,No thanks ,Negative,Other,,,,
2653075a-cb0d-4a79-bb3a-974adfd4ed0a,No thanks ,Negative,Other,,,,
5dafedc5-a3ea-4b5f-aa97-8011980fa061,No thanks you,Negative,Other,,,,
700cc29a-b1a6-4200-96f4-93e3343cd93a,No thanks. ,Negative,Other,,,,
e95ec22c-7c23-4b54-bba0-269c77ea042d,No thankyou,Negative,Uninformative answer,,,,
db608965-46e9-44c1-9346-40ba136a1a5c,"No that’s all good, thanks ☺️ ",Neutral,Other,,,,
b1b97f10-98e2-45e6-b6d6-da9d42979b5f,No think we have covered everything ,Neutral,Other,,,,
02b740d8-f19f-4fe1-91b7-f19c6e51722b,No was a great survey. ,Negative,Other,,,,
fd3209b4-aa2e-4c0e-9261-3190522939dd,"No, I am happy with the survey.",Neutral,Other,,,,
9d44b1d3-2602-459c-8121-7800b70a6084,"No, I believe you addressed everything",Neutral,Other,,,,
c30f6729-03c6-472b-b830-c4fec855b74f,"No, I can't think of anything.",Neutral,Other,,,,
1b03a9de-1357-4515-909c-53072addc226,"No, I can't think of anything.",Neutral,Other,,,,
49f71083-cc58-4bca-828b-1104a25ea2b1,"No, I feel like my main thoughts and concerns were covered.",Neutral,Other,,,,
0f3e282f-b07b-4d87-9f6b-5005a90ff3f1,"No, I feel this was a very thorough study and covered all of my concerns about AI.",Neutral,Other,,,,
fc70c3c2-f894-4221-be65-4f97200e42da,"No, I feel we covered a good amount of content",Neutral,Other,,,,
179eef7e-0f6a-4ad2-976d-2b9d086ad141,"No, I found it interesting and comprehensive. Thanks.",Neutral,Other,,,,
38ca76b5-0629-4e70-a19e-f98e3191a9ca,"No, I think all the bases have been covered ",Negative,Other,,,,
f0bad217-cd31-44b4-b1e1-82ed749317fa,"No, I think everything has been covered.",Negative,Other,,,,
ff46e684-f1e5-463c-9b9f-3db607f0bbc0,"No, I think everything was covered well. I got a bit muddled with choosing the right response questions from the two available options, but I did my best and I think I did it okay, and in line with my genuine opinions.",Neutral,Other,,,,
69892de9-67c3-4598-8e37-911ffcdfd8ed,"No, I think everything was covered.  The survey was extremely interesting and thought provoking. ",Neutral,Other,,,,
16087255-5766-4415-bf10-1d185e595305,"No, I think generally all good he covered a lot of areas in a good format",Neutral,Other,,,,
743556d2-0fda-4499-9508-9849118b85bf,"No, I think my views have been expressed. Thank you for the survey. ",Neutral,Other,,,,
495d6f06-07e9-4ede-8130-49989e7062aa,"No, I think that most things were covered, I would have been interested in exploring further how the training of the AI would work.",Neutral,Need for more public education about AI,,,,
a0757070-1d8c-4d64-bbf5-a7da6a346a4e,"No, I think the study covered everything",Neutral,Other,,,,
702c2994-346d-4a10-a380-ef0b285c071b,"No, I think the survey was very comprehensive and covered many major points that I was able to consider before answering,",Neutral,Other,,,,
3733a056-d776-46e8-abb3-f1bdccad6126,"No, I think this covered topics and gave me things to think about, concerning AI",Neutral,Other,,,,
fd6de7b7-fa15-45b8-9914-6d35bda80a8f,"No, I think you covered everything very enjoyable and interesting",Positive,Uninformative answer,,,,
40e32218-1587-4621-922f-583978130db8,"No, I was able to express my key concerns, and learn more about the possible benefits of developing AI.",Neutral,Other,,,,
32f5c8a5-6d76-46a9-90d9-1b246930a12b,"No, I was able to express the point clearly.",Neutral,Other,,,,
ab21a39e-5460-4696-ba4e-c500a265cafd,"No, all covered!",Negative,Other,,,,
1b4ead70-a7ea-45e3-87f4-9aabe4883a2d,"No, all good.",Neutral,Other,,,,
d401e736-ef5f-43b5-9250-8b259790932b,"No, but really enjoyable! ",Positive,Other,,,,
45d0fcfd-4901-4784-bae2-f5b1721868c2,"No, but this was a great and interesting study.",Positive,Other,,,,
c88fac9d-4ee3-40e2-912e-f64a86a476b9,"No, but was a thoughtful exercise ",Neutral,Other,,,,
1821255f-a11e-473d-83b3-f06ba921a394,"No, everything  was covered ",Neutral,Other,,,,
cab34fb8-4bfd-4ef5-9be2-20b31e9f9b08,"No, everything is covered and the questions are really excited to answer and also got some awareness for myself. ",Positive,Other,,,,
a21074a5-414a-4297-ba08-7dcc15dbbceb,"No, everything was covered ",Neutral,Uninformative answer,,,,
08204e65-f22b-4c27-8d2b-e87e37f8360a,"No, everything was covered.",Neutral,Other,,,,
fa337c7f-4627-49d6-81dc-780fb149a56f,"No, excellent survey :-)",Neutral,Other,,,,
2f8c1640-f283-4e24-9719-59ae9ddfe6a0,"No, good survey. Cheers.",Neutral,Other,,,,
f7cdaba2-9698-47b6-8bb3-6a107769d9ab,"No, it all seemed OK and was quite informative about different views I never thought about before!",Positive,Other,,,,
08c3bd9d-7728-4e8d-83f3-ff85357a56a2,"No, it covered pretty much everything that I wanted to convey about AI systems.",Neutral,Other,,,,
b486b749-d7ec-468c-b918-6523dcdf776c,"No, it covered the subject well.",Neutral,Other,,,,
6dfac543-8191-40b0-a7e3-705dd82e89f7,"No, it was a comprehensive study.",Neutral,Other,,,,
3ae02049-b8dd-4bd7-a7b2-64b5dc2b3736,"No, it was a good survey.",Neutral,Other,,,,
0c86b492-99f9-4d81-a5c1-2b19d2ca7b67,"No, it was a very clear and coherent survey!",Neutral,Other,,,,
d5919fe7-2676-4a7a-8656-bb7ac579b430,"No, it was great. ",Neutral,Other,,,,
fc9fc31b-715c-4892-be9f-2da18d80a0e1,"No, it was really interesting, thanks!",Neutral,Other,,,,
0b7a8321-9a88-40c1-aad4-f8c82456a567,"No, it was very comprehensive.",Neutral,Other,,,,
ebdfd9a4-51e6-4267-b6d7-ebebcb3c8895,"No, it was very concise",Neutral,Other,,,,
4600c8b2-81a9-4d9a-be6b-91ddb9a488f0,"No, it was very thorough in covering concerns ",Neutral,Uninformative answer,,,,
612edfb8-2ae2-44d8-8e4b-fcbdb56759c9,"No, it was very thought provoking, thank you.",Positive,Other,,,,
e5e9f0e4-6efe-4774-95de-55a98a1e03bc,"No, it’s an exciting idea ",Neutral,Other,,,,
8f81b86e-86e4-4eac-9295-9d76395e83c6,"No, not really. I just feel this survey format is limiting.",Negative,Desire for more open-ended survey responses,,,,
f0c98c5c-0a75-4e29-8d7d-7df647547bac,"No, not that I can think of",Negative,Other,,,,
5a12da2c-5363-438f-ac37-e2e16cf22043,"No, only that I found this a most interesting study.",Positive,Other,,,,
9ad55051-d9cf-439f-88a7-ee556cfb3530,"No, other than this is an exciting time. My main concerns are with the humans behind the AI, not the AI itself",Neutral,Trust in AI and its developers,,,,
ab81c57b-f41e-485e-8907-ab49ab9c15de,"No, since I expressed all my views",Negative,Other,,,,
31a8392c-0f53-4594-90a1-829761d7066d,"No, thank you",Negative,Other,,,,
d9f4c70b-6957-4e9e-b750-43dcb27ffcfc,"No, thank you ",Negative,Uninformative answer,,,,
3c6d44fa-36c5-4b37-84b4-eae8b054a5fa,"No, thank you ",Negative,Uninformative answer,,,,
c70e04c3-c295-4443-a2ea-435676960b5b,"No, thank you for letting me participate. ",Neutral,Other,,,,
b062a51f-7c54-450a-a00f-b48cb52c554c,"No, thank you.",Negative,Other,,,,
bc98c134-9dea-485f-8cbd-268386691d5e,"No, thank you.",Negative,Uninformative answer,,,,
9431a36a-865f-4388-b82a-d262e0c0dd2d,"No, thank you.",Negative,Uninformative answer,,,,
63e1be16-0845-479f-b23d-314d040105b4,"No, thanks!",Negative,Other,,,,
199ada4a-0086-4c9f-9e21-f4ef61a194d3,"No, that’s all I have have to share as w everything has been covered!",Negative,Other,,,,
bc40e89a-5fe6-4145-943f-d21eb485cfd1,"No, the survey was very in-depth and really made me think about the future of AI and my feelings towards it. I feel like I am more receptive to AI than what I originally thought. Can't wait to see what the future brings and to find out how well we can all work together.",Positive,AI's future development and unknown risks,Human-AI collaboration and maintaining human control,,,
a772b149-e095-45b0-86d9-9f9b1b020143,"No, there is not. I believe I had plenty of chance to express my point of view. ",Neutral,Other,,,,
d569067b-01bd-4935-bd39-781c2b3bd4a7,"No, there is nothing else that I would like to share thank you.",Neutral,Other,,,,
13158016-5090-4888-986f-292506eba954,"No, there isn't.",Negative,Other,,,,
d83e9273-1235-41ec-982c-8d079c85eddf,"No, very interesting",Neutral,Other,,,,
b14c240f-b393-490e-867d-a349560e3ab3,"No, very interesting questions, thank you",Neutral,Other,,,,
f681039f-eeea-48dd-96bd-93fd5b6d7735,"No, very interesting study! Good luck :)",Positive,Other,,,,
271db1e6-41e3-488c-a9fa-b53277faca6f,"No, very interesting survey ",Neutral,Other,,,,
17af3147-21b5-4426-b331-ffa941ecb830,"No, was very interesting",Neutral,Other,,,,
97f11b8f-3cf0-4636-a3e5-fca5598f4c85,"No,it was very comprehensive,and I enjoyed doing it. It gave me lots to think about and consider.",Positive,Other,,,,
b07a6138-652e-4868-ae5b-ffda042a35e0,"No,thank you, it was interesting survey ",Neutral,Other,,,,
bafdccc3-3a1c-4eaa-bd18-a461d743ed72,No.,Negative,Other,,,,
39b97f60-578d-45f2-a575-de75adf78ddc,No.,Negative,Other,,,,
cf8d5670-3840-4ec6-8458-43a822291b4b,No.,Negative,Other,,,,
2624751f-fda7-4343-98b1-85c6398a9d7b,No.,Negative,Other,,,,
d1a88bee-a8b9-4f14-ace0-97c736e24148,No.,Negative,Uninformative answer,,,,
434a778f-bcdd-4ef2-a6e4-0312d04c1073,No.,Negative,Other,,,,
6143dcab-3695-4d29-8a4b-a97baaf8d5b9,No.,Negative,Uninformative answer,,,,
5e7bff95-50d0-43a4-9184-c46b7ac62258,No. All good.,Neutral,Other,,,,
