Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8
b25117ff-66b8-4325-82dd-e6e3c9e379af,4ed0949e-f0b1-4971-843e-ab60bcb3e587,It can be hacked and then I'm taken advantage of,Negative,AI chatbots can be manipulated or misused,AI chatbots may have security or privacy risks,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,ea244f27-b8a2-4aff-9e2f-8dea3df0ddde,It can make a lot of mistakes and isnt completely trustworthy. ,Negative,AI chatbots are not always reliable or consistent,AI chatbots can be helpful but not fully trustworthy,AI chatbots can make mistakes or give inaccurate info,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,764540fb-4437-4b63-a849-7c46bae329bd,It can only be as good as those who've programmed it... It doesn't necessarily understand what you are trying to say. ,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are limited by the quality of input,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,76e06f8e-b9fc-4682-887a-ce2f4b02ece5,"It can only do what it's programmed to do, why should I trust that? Trust is earned",Neutral,AI chatbots act based on programming and user prompts,"AI chatbots are seen as tools, not entities to trust",,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,57ab4773-bfc8-4c97-94e5-41ff9e2dc70d,It can only infer from available information and cannot truly 'think' to give original information. ,Negative,AI chatbots act based on programming and user prompts,AI chatbots can be efficient but lack originality,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,00707124-4c4a-4e63-bb45-2051ab889f4d,"It can only take information that’s given to them - if it’s false, it can cause a daisy chain of false info that can be passed around. 

",Negative,AI chatbots are limited by the quality of input,AI chatbots can make mistakes or give inaccurate info,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,663e08d7-fa39-4310-add6-c5056c876325,It can sometimes hallucinate and noy give me the correct answer ,Neutral,AI chatbots can make mistakes or give inaccurate info,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,0c86b492-99f9-4d81-a5c1-2b19d2ca7b67,It can’t be higher as it can’t give an emotionally layered response,Negative,AI chatbots lack human emotions and empathy,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,34ebf74e-b90f-4acd-8694-2cc8fdeaae23,It can’t make decisions based on emotions and empathy so it can’t decide what is best for me.,Neutral,AI chatbots are not designed to act in users' best interests,AI chatbots lack human emotions and empathy,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,9d44b1d3-2602-459c-8121-7800b70a6084,"It consistently provides accurate, balanced, and useful information that helps me make decisions more efficiently",Positive,AI chatbots provide helpful and efficient information,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,5756f645-fef4-4230-a758-c0e4397693ae,"It depends on how they have been programmed, have they been programmed to actually do their best to help or are there some hidden agendas for example, changing history, or advertising specific products.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots can be influenced by creators' motives,AI chatbots may be used for commercial or organizational goals,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,63f66959-0e57-4c11-84f2-a2ca907d8958,It depends on the input given as to what response the chatbot gives so and those responses may not be in your best interest,Neutral,AI chatbots are limited by the quality of input,AI chatbots are not designed to act in users' best interests,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,757a7f1a-94f4-4a64-847e-c51e73e28600,It depends what its purpose is . It’s there to help an organization but not there to necessarily help me. Depends if me and the organization goals align.,Neutral,AI chatbots are not designed to act in users' best interests,AI chatbots may be used for commercial or organizational goals,Trust depends on the company or people behind AI,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,344b555f-3241-4f93-b963-61a3da6e7091,It does not know what my best interest is.,Negative,AI chatbots are not designed to act in users' best interests,AI chatbots lack personal knowledge of users,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,76a7898c-0c60-4602-a61b-aa2dbe4c9898,It does not personally understand the concept of acting in my best interest. It will react to what is asked.,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,0e195e35-80bb-41be-abfb-c34386c2a70e,It does the research ,Neutral,AI chatbots provide helpful and efficient information,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,aa061994-6052-4399-9fbc-f3c01cd1015b,It does what it is programmed to do. It does not know what is or is not in my interest. Look at Grok this week and the damaging garbage it produced.,Neutral,AI chatbots act based on programming and user prompts,AI chatbots can be helpful but not fully trustworthy,AI chatbots lack personal knowledge of users,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,0337fa30-db46-4bcf-a4dd-d43d0b6c0663,"It does what it is programmed to do. So, if the company behind the AI has ulterior motives then the AI will do what it is programmed to do. AI has no morals or ethics, it's just lines of code. SO, if the program is malicious, so will the AI.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not sentient or conscious,AI chatbots can be influenced by creators' motives,Trust depends on the company or people behind AI,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,adc03713-061b-4be9-beaa-eb7aef5ca759,It does what its been programmed to do so that will depend on what its being used for ,Neutral,AI chatbots act based on programming and user prompts,"AI chatbots are seen as tools, not entities to trust",,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,c396e101-fece-4651-86d2-02fcf508fd1c,It doesn't  care about my interests. It's programmed to do what ita creators want it to do.,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,AI chatbots can be influenced by creators' motives,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,76bacbe0-d4f4-43cc-b24d-3273dc922b01,It doesn't actually know me as a person,Negative,AI chatbots lack personal knowledge of users,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,7496a357-b858-423d-ba0c-12047dcd3b12,It doesn't have any inbuilt bias,Positive,AI chatbots are neutral or impartial tools,AI chatbots may reflect biases from training data,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,092faffe-1e15-4181-9874-332ceb456cf6,It doesn't have my interest as its most important goal.,Negative,AI chatbots are not designed to act in users' best interests,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,ab2e0c76-5f7e-49a9-9927-8e5b1d9b9040,It doesn't know what I am thinking so sometimes I can't get the response I need. Maybe it is my fault as perhaps my question isn't clear enough for it to understand,Negative,AI chatbots lack personal knowledge of users,AI chatbots may not understand complex or nuanced queries,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,238c200f-d2bd-467a-a830-adde7c02b2b8,It doesn’t always answer questions specifically enough so it’s frustrating when you finish the conversation unsatisfied ,Negative,AI chatbots are not always reliable or consistent,AI chatbots may not understand complex or nuanced queries,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,7e346a64-30df-4c99-9868-cc3b66ee47f6,It doesn’t have an agenda so I trust it,Positive,AI chatbots do not have hidden agendas,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,d0df7876-d8b0-4ea4-8cde-b723b434752a,It doesn’t have an emotional connection and is based purely on factual information so I should be able to trust it. ,Negative,AI chatbots are neutral or impartial tools,AI chatbots lack human emotions and empathy,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,2fccacf5-8c22-4217-abdb-483fc0ba32e7,It doesn’t have human ethical and moral feelings ,Negative,AI chatbots lack human emotions and empathy,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,5abb0ce7-1c0d-475a-ad2c-545fca4e14d4,"It doesn’t know me and will be give the same answer to everyone with a similar question. I’m also a little distrustful of how the bots are programmed. I wouldn’t necessarily trust advice I was given by a chatbot. If I’m using a Chatbot, say with a phone company, I almost always end up having to speak to an agent anyway",Neutral,AI chatbots are not always reliable or consistent,AI chatbots can be helpful but not fully trustworthy,AI chatbots lack personal knowledge of users,AI chatbots' trustworthiness depends on user experience,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,00aff309-2e74-4a33-a772-dce06acb4b2d,"It entirely depends on how I want to use it, there are certain tasks I don't believe it is suitable for.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are best for simple or factual tasks,AI chatbots can be helpful but not fully trustworthy,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,a69b11ad-ea16-412a-90f6-5c88b29b8e9c,It generally is accurate and understands my issues and can respond without hallucinations etc,Positive,AI chatbots can make mistakes or give inaccurate info,AI chatbots provide helpful and efficient information,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,4e1907f1-2cec-446a-8355-9c9b9909c501,It gives balanced and sensible advice ,Positive,AI chatbots are neutral or impartial tools,AI chatbots provide helpful and efficient information,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,dae9b5d5-7e14-48cc-a9f3-17d59e6af82d,It gives interesting and though proving arguments to work/general problems and a good insight into personal dilemmas,Neutral,AI chatbots lack accountability and regulation,AI chatbots provide helpful and efficient information,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,364b513c-c9c1-41b4-af75-929dadae1ad1,"It has been programmed to be very cautious when giving advice and it follows that programming. When giving medical advice, for example, it always adds disclaimers, other times it says that you should check other sources for accuracy. It is also unbiased and has no messy human agendas.  

The makers of these public facing LLMs are very cautious to get the public and governments supporting them so they take all necessary steps to make AI chatbots responsible. ",Neutral,AI chatbots are neutral or impartial tools,AI chatbots do not have hidden agendas,AI chatbots lack accountability and regulation,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,a9d79497-b58f-47b4-909b-d0a41abf9bea,It has been proved from the little I do know about AI that it very often spills out incorrect information so I therefore do not trust it at this current time.,Negative,AI chatbots are not always reliable or consistent,AI chatbots can be helpful but not fully trustworthy,AI chatbots can make mistakes or give inaccurate info,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,caa2221c-f664-418b-adab-e46e18f86d31,It has no concept of human feelings and needs,Negative,AI chatbots lack human emotions and empathy,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,34d751dd-5cef-4762-8260-6174177e1967,It has no concerns over my best interests,Neutral,AI chatbots are not designed to act in users' best interests,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,e95ec22c-7c23-4b54-bba0-269c77ea042d,"It has no ego, no agenda and no axe to grind.  It is as pure as those that programme it if you like.  Why wouldn’t I trust it?",Positive,AI chatbots are neutral or impartial tools,AI chatbots do not have hidden agendas,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,782a6e62-54ff-4d4a-88ba-35ddb158988e,It has no emotional connection to me so I have no reason not to trust it,Neutral,AI chatbots lack human emotions and empathy,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,b1b97f10-98e2-45e6-b6d6-da9d42979b5f,It has no human emotions and would not consider these when responding. ,Negative,AI chatbots lack human emotions and empathy,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,162db239-cc04-41a0-96cd-8dc517c74f90,It has no morals or emotions,Negative,AI chatbots are not sentient or conscious,AI chatbots lack human emotions and empathy,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,b1813efc-3d9e-4454-81e3-7b2cffdada9b,It has no personal gains from not and can be prompted to work how I want and need,Negative,AI chatbots act based on programming and user prompts,AI chatbots do not have hidden agendas,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,f2491395-a2f3-4e66-91bd-6e4198feb278,"It has no reason to act in my best interest, there is no benefit to it by doing so",Negative,AI chatbots are not designed to act in users' best interests,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,4bce6d38-a5f8-4411-a637-82853f2cdfb1,"It has not provided me with any information that has impacted me negatively or left me in even more trouble than i was before.

",Negative,AI chatbots provide helpful and efficient information,AI chatbots' trustworthiness depends on user experience,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,d1dd444a-3247-492b-a381-382c016bda42,"It has not really let me down so far in my usage, however I worry that responses can be altered by the people behind the chatbot and manipulate my thoughts. ",Neutral,AI chatbots can be manipulated or misused,AI chatbots' trustworthiness depends on user experience,Trust depends on the company or people behind AI,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,ea5fb3ea-dd03-45bc-b9e3-4c4d277de8e4,It is a machine based tool therefore not something to have emotion towards,Negative,AI chatbots are not sentient or conscious,"AI chatbots are seen as tools, not entities to trust",,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,2c3f8117-6bee-4496-9ec3-e8d1de083b4b,It is a machine that can decide what to do and what information to give me on a given day,Neutral,AI chatbots act based on programming and user prompts,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,ab8a774a-637a-45cb-ac7a-d72ee085e458,It is a massive tool which has bee complied to give accurate information which has hopefully been verified.,Positive,AI chatbots provide helpful and efficient information,Users should verify AI chatbot responses,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,f94e25e8-86fd-43dc-a351-fc675f4a9ce1,It is a matter of fact that AI bots use confirmation bias. There are documented incidents that have shown the bot just reconfirming pre-existing beliefs of the user and not offering a challenged and balanced view.,Negative,AI chatbots may reflect biases from training data,AI chatbots may reinforce user biases or echo chambers,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,f91bd113-dd97-4580-b0ab-8e4ea685f892,It is an algorithm that will try to please me,Neutral,AI chatbots act based on programming and user prompts,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,9738acdd-067e-434d-85ab-ed59fd52b45e,It is clever it what it does. It gives me the answers I need and I trust it through this.,Positive,AI chatbots provide helpful and efficient information,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,953d4985-3056-421a-9539-ac3ac99d136f,"It is early days for chat bots and they are still learning. Its like humans, the older you get the more you learn - for example you would not have a five year old flying a plane.",Neutral,AI chatbots are improving but still developing,AI chatbots' impact is still uncertain or evolving,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,bb76a115-5559-42ee-9463-46706b7b9f28,It is hard to fully trust something that doesn’t have a human conscious and could be compromised by IT issues,Neutral,AI chatbots are not always reliable or consistent,AI chatbots are not sentient or conscious,AI chatbots may have security or privacy risks,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,797327ed-d6c7-4361-98ba-cb655478f2bc,It is impartial without emotion,Neutral,AI chatbots are neutral or impartial tools,AI chatbots lack human emotions and empathy,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,b14c240f-b393-490e-867d-a349560e3ab3,It is not 100% accurate so answers would need verifying ,Negative,AI chatbots can make mistakes or give inaccurate info,Users should verify AI chatbot responses,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,cfeb5c2a-2aad-4094-9905-c5c31385c3e2,"It is not a thinking thing. It acts as it has been programmed to, often lies/hallucinates information, and does not know me personally ",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not sentient or conscious,AI chatbots can make mistakes or give inaccurate info,AI chatbots lack personal knowledge of users,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,a6fd9127-a15a-4984-85a7-89eb12cce1be,It is not always accurate and needs to be checked. It doesn't always get things right.,Negative,AI chatbots are not always reliable or consistent,AI chatbots can be helpful but not fully trustworthy,AI chatbots can make mistakes or give inaccurate info,Users should verify AI chatbot responses,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,91eb68c1-b1ab-409c-9e39-55c8f64f230f,It is not human being,Negative,AI chatbots are not sentient or conscious,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,39b97f60-578d-45f2-a575-de75adf78ddc,It is not possible to 'trust' a tool.  It is not a person or entity.,Negative,"AI chatbots are seen as tools, not entities to trust",,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,b6ab23d1-c685-4b7d-b1b1-ed2d138dc53e,It is programmed to act in my best interest.,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,88a94c66-559a-47c5-98db-cf8d6e907547,"It is simply a tool, it is the humans in charge of it who determine its ethics",Neutral,AI chatbots are improving but still developing,"AI chatbots are seen as tools, not entities to trust",,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,19b09ce1-e03a-4622-b9e2-dd21c10075bc,It is there to offer me assistance in my daily life ,Positive,AI chatbots provide helpful and efficient information,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,71ad6d4f-c10a-4388-940d-95f86e6a7918,It is too new I have not had enough experience however what I have seen up to now I a impressed,Positive,AI chatbots are improving but still developing,AI chatbots' trustworthiness depends on user experience,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,04b719c9-dd87-4356-b08c-5171e72fc939,It is very reliable and has no reason to give me responses that are not what I am after,Neutral,AI chatbots provide helpful and efficient information,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,77d7c456-3b0d-45a9-810e-498d1868bcb6,It isn’t accurate and struggles to correct itself. If I didn’t know the correct answer I would listen to the wrong one. ,Negative,AI chatbots are not always reliable or consistent,AI chatbots can make mistakes or give inaccurate info,Users should verify AI chatbot responses,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,792ce058-6ef9-410a-bc26-02300654c7b2,"It isn’t working for or against me, it is just doing a job.",Negative,AI chatbots act based on programming and user prompts,"AI chatbots are seen as tools, not entities to trust",,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,d520d3a2-424f-44a7-83e0-5d8bd5a06415,"It knows me, it remembers what I say and it and develop decisions based on that knowledge and it knows my personality and my business,",Positive,AI chatbots lack personal knowledge of users,AI chatbots provide helpful and efficient information,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,ba9902d1-a3b2-42b7-9015-4d545c9711ad,"It mimics me, and the personality it has is from talking and mimicking me, when I notice something off I will tell it and it has to correct itself",Negative,AI chatbots can be efficient but lack originality,AI chatbots' trustworthiness depends on user experience,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,0eafaee9-7d5b-4b62-9146-a73d81d7716f,It needs to in order to ensure you keep using it,Neutral,AI chatbots act based on programming and user prompts,AI chatbots may be used for commercial or organizational goals,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,005b3495-3399-4096-a639-dbb356d47b51,It never seems to let you down. There is always an answer and it is often a very good one. Also it is super quick at delivering the response ,Positive,AI chatbots provide helpful and efficient information,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,e299212f-4850-4ee1-ba28-5510e14c58e0,It only accepts and work on the information I give to it. It's gabbage in and gabbage out,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are limited by the quality of input,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,7895a53c-c38c-45aa-86c3-7dcb38632202,It researches the answer from numerous sources to give a nuanced answer. ,Neutral,AI chatbots may not understand complex or nuanced queries,AI chatbots provide helpful and efficient information,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,6f2ef6f2-0b28-4913-95dc-b08ad16e190c,"It should hopefully only do what I say, but I can't guarantee that it will",Negative,AI chatbots act based on programming and user prompts,AI chatbots can be helpful but not fully trustworthy,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,5d79a91c-d6d7-4c9b-9c1e-004eb93b8d29,"It still gives wrong answers, and corrects itself when challenged so can't be trusted to be right.",Negative,AI chatbots are not always reliable or consistent,AI chatbots can make mistakes or give inaccurate info,Users should verify AI chatbot responses,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,a6329877-a2ef-4f17-9cad-c4ca27e4257c,It will behave in a way that benefits its owners / those who stand to benefit from more ai use rather than me necessarily. ,Neutral,AI chatbots are not designed to act in users' best interests,AI chatbots can be influenced by creators' motives,AI chatbots may be used for commercial or organizational goals,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,38f5c4f5-e2de-4144-be99-ccecadf09db5,"It will do what I say, but there is a risk it could give me false information",Negative,AI chatbots act based on programming and user prompts,AI chatbots can make mistakes or give inaccurate info,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,8f8f91cb-5890-4c4c-9af0-6b59c54a3e8e,"It's a bot that answers queries, rather than acts in any interest ",Negative,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,AI chatbots do not have hidden agendas,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,094aecb0-36ef-494c-ab73-d6c3012c3d03,"It's a bot, I don't expect it to act in or against my interest.",Negative,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,AI chatbots do not have hidden agendas,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,1a16c2f5-e117-45aa-8102-0ea9181b66c8,"It's a machine, and machines can make mistakes.",Negative,AI chatbots are not sentient or conscious,AI chatbots can make mistakes or give inaccurate info,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,55704417-3efd-4f3a-8e83-d8150916721f,It's acting on the input I enter.,Neutral,AI chatbots act based on programming and user prompts,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,50375d87-0f8e-4e8f-96d2-599ccf71761c,"It's an Ai chat it, not a human. It's doesn't understand what my best interests are. It'll do what it's been programmed to do. ",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,AI chatbots lack human emotions and empathy,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,cc79a591-a32e-4ac6-acb8-90f82af441e9,"It's an ai chatbot, it has no motives except spewing out things generated from search engines etc. I dont trust nor distrust, it depends on the model and what information it has been fed.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are limited by the quality of input,AI chatbots are not sentient or conscious,"AI chatbots are seen as tools, not entities to trust",,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,743556d2-0fda-4499-9508-9849118b85bf,It's building a response based on information I have provided. Most agencies ignore the information I provide and go off their own script,Neutral,AI chatbots act based on programming and user prompts,AI chatbots provide helpful and efficient information,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,20bb68c4-27e6-48f6-97ab-00fa599fd50e,It's difficult to know for sure as AI chatbots are working on behalf of their respective company and this can cause sole bias issues but overall is positive ,Neutral,AI chatbots act based on programming and user prompts,AI chatbots can be helpful but not fully trustworthy,AI chatbots may reflect biases from training data,Trust depends on the company or people behind AI,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,01431f14-3d26-48c4-a213-e2b13ee31e4d,"It's hard because I do think the chatbot aims to help the user, but I don't think always agreeing with you is acting in yourr best interest, and it has a tendency to always agree with you ",Neutral,AI chatbots are not designed to act in users' best interests,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,d5251628-202d-42ef-b734-414bbc1e260d,It's hard to say I trust it when I don't know exactly how my information is being used.,Neutral,AI chatbots may have security or privacy risks,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,d83e9273-1235-41ec-982c-8d079c85eddf,"It's hard to trust something not real, it depends how it is programmed and could be manipulated ",Negative,AI chatbots act based on programming and user prompts,AI chatbots are not sentient or conscious,"AI chatbots are seen as tools, not entities to trust",AI chatbots can be manipulated or misused,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,2a4c7373-a6df-412b-9a25-8c804a606e42,"It's in the interest of AI chat bot creators to make these things as trustworthy as possible, as they try to regularise their use. ",Neutral,AI chatbots can be influenced by creators' motives,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,4ea0ebb5-8de9-4ff9-a42d-a75b4a8179b6,It's just a machine. The trust/distrust comes from the company behind amd what data they're feeding and how they make policies ,Negative,AI chatbots act based on programming and user prompts,AI chatbots can be influenced by creators' motives,Trust depends on the company or people behind AI,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,bafdccc3-3a1c-4eaa-bd18-a461d743ed72,"It's just a tool to use, nothing more. It answers questions to the best of its ability, whether that is in your best interest or not. ",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,"AI chatbots are seen as tools, not entities to trust",,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,b6a89eb3-bf2d-47f2-ad2f-a413b57ec8ba,"It's not a person, the trust would come after years of correct answers",Neutral,AI chatbots are not sentient or conscious,AI chatbots' trustworthiness depends on user experience,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,de2991d5-e221-4cce-9dc6-32c577c1ee10,It's not its job to act in my best interest. Just to answer the questions I ask it and be weirdly oversupportive,Negative,AI chatbots are not designed to act in users' best interests,,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,354a50dc-3cee-4ff5-88c6-c6dbcdbf80ef,It's not really a system that elicits trust. Its a machine and algorithms that scrape the internet and contextualises it to provide a solution. It doesn't betray or lie or understand my nuances. It merely reacts to a given conversation in the best way it can,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,AI chatbots are not sentient or conscious,"AI chatbots are seen as tools, not entities to trust",AI chatbots do not have hidden agendas,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,6f7d5a64-5603-42a2-8bd7-ccefb734f4b8,It's too early to come to a definitive opinion on that. I worry that commercial interests will attempt to use AI in their own interest.,Negative,AI chatbots can be influenced by creators' motives,AI chatbots may be used for commercial or organizational goals,AI chatbots' impact is still uncertain or evolving,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,1384f86b-b06f-4b4c-b735-59c7cdb9e704,"Its a machine, not sure its designed to look after your best interests",Neutral,AI chatbots are not designed to act in users' best interests,AI chatbots lack human emotions and empathy,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,bc5a8e77-11cc-45e9-9ae9-e907b73daebd,Its a very valuable option for searching answers to your personal issues. But at the end of the day it still carries some risk as there have been people who have ended their lives following their conversations with ai chatbots,Neutral,AI chatbots can be helpful but not fully trustworthy,AI chatbots can make mistakes or give inaccurate info,AI chatbots provide helpful and efficient information,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,34470d1d-cfba-4762-a038-e575c65053d8,Its it best interest to give the best service to clients,Neutral,AI chatbots do not have hidden agendas,AI chatbots provide helpful and efficient information,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,db4ddd97-3e3f-433a-b794-39b9fa935527,Its like talking to a person,Neutral,"AI chatbots are seen as tools, not entities to trust",,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,a917410c-3551-4ab0-9b99-14769996f529,Its response is only as good and trustworthy as the prompt used and previous interaction history. Outputs should not be accepted uncritically. ,Neutral,AI chatbots are limited by the quality of input,AI chatbots' trustworthiness depends on user experience,Users should verify AI chatbot responses,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,6aaeb3f3-568a-49a6-9524-f57c4b38ff50,"It’s a difficult one cause when speaking to them, of course it’s biased and they’re here for you but you can’t trust the information that they give as it’s sometimes misleading or incorrect. ",Negative,AI chatbots are not always reliable or consistent,AI chatbots can be helpful but not fully trustworthy,AI chatbots can make mistakes or give inaccurate info,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,8bbd935b-3f0f-41a0-9459-8d508b79bdd7,It’s controlled by what information I feed it and generates what it believes it’s best for me,Positive,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,AI chatbots lack personal knowledge of users,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,bca77f2e-7349-459a-9103-0f8263339465,It’s definitely good for some areas but I am still not entirely convinced going forward of not being issues.,Neutral,AI chatbots are not always reliable or consistent,AI chatbots' impact is still uncertain or evolving,,,,,,
b25117ff-66b8-4325-82dd-e6e3c9e379af,eb156252-476e-4053-a19d-07c575d29f04,It’s just a robot it doesn’t have a conscience .,Negative,AI chatbots are not sentient or conscious,"AI chatbots are seen as tools, not entities to trust",AI chatbots lack human emotions and empathy,,,,,
