Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,961194cb-e9e1-42d4-833e-b8480c01a360,Few daily tasks like planning etc are much easier thanks to AI.,Neutral,"Scheduling, organization, and reminders",,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,1b4b42eb-0244-4c45-8188-b81dec0119ce,"Find what you need faster

",Positive,Faster task completion and time savings,Using AI instead of traditional web search,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,68b88ee8-e3a1-409c-81a8-486ea5c79f91,"Finding information for school, researching and work has been much quicker and more efficient",Neutral,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,7d555a7f-d0d5-4e20-a7a4-8923bcc7027e,Finding solutions to problems and handling everyday tasks has become much faster and more efficient. By using AI-powered tools and assistants,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,d534d24f-c3c1-4b2a-ae78-28080648e450,"First of all it makes it easier and quicker to do some of my work-related tasks such as writing minutes or draft e-mails. I've setup custom GPTs and I've uploaded previous documents with my writing style for both e-mails and creating minutes. 


Aditionally, I feel bombared with news about AI this and AI that. I'm unsure what's actually useful and what is just ""hype""",Neutral,Improved productivity and efficiency at work,Increased exposure to AI-generated content,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,27505531-84f7-4757-8aae-f901beec48cf,Flexibility,Positive,Other,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,a0c68e8b-649e-4eee-8e09-4a17b7bc30b7,"For me personally, It has opened gates to get things done quickly, make images, make videos, make music. Helped me code and helped me to study.",Positive,Brainstorming and creativity support,Coding assistance and debugging,"Content creation: images, music, videos",Faster task completion and time savings,"Learning aid: studying, tutoring, explanations",,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,2d350053-769f-4116-8e98-fbc550a9c207,For now I have done my job easier and faster than before ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,6a421ad0-a41e-4cdf-9fa6-655efb3b59c3,"For over two years, I've struggled to find a job, suffering the harsh reality of financial instability, having just enough to live on, and even questioning whether I should work in an office to survive and feed my 3-year-old son. Thanks to freelance work as an AI Trainer, I've been able to eat for a while now; I owe so much to AI.",Neutral,Improved productivity and efficiency at work,Job displacement and reduced opportunities,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,52d9ae68-c4a3-401a-9fde-71025b367a58,"For small task , usully for me it used to take more time but now in seconds that work is done ",Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,79d28f13-cd82-47bd-ab79-fdcd990920f2,Gain creative knowledge and work efficiently in my daily life. I solved many work-related complex problems using AI.,Positive,Brainstorming and creativity support,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c371c617-d24b-420d-a639-fed8eba60573,Gathering information about topics that are hard to find using google.,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,fec9e450-cae6-4f9d-b21c-7cfb1145fbe0,Get answers in a short time,Neutral,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,2dfc585c-c24d-4326-a3bc-e6818dc15877,Getting a job is harder. Artists are decaying everywhere. AI steals human art.,Neutral,Job displacement and reduced opportunities,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,24993fcc-b9b7-4871-944b-7f05a79049ce,"Getting answers faster

",Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c87320be-3c83-428b-8b63-58cc17b85007,Getting answers to questions relatively quicker.,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,b0629185-1c7e-42da-8cbb-7ea2b37df268,Google searches lately always give me AI results at the top of the search page.,Neutral,Increased exposure to AI-generated content,Using AI instead of traditional web search,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,12a30a11-52af-4c0e-92cb-5cfff4f25b6c,"Got more people, including myself are becoming reliance upon it",Positive,Increased exposure to AI-generated content,Reduced independent thinking/overreliance,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,df9dfc2c-26cc-4f72-bc35-fe9383893678,Greater efficiency in my work/daily life,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,05916fba-ea90-45d3-9424-163e534f56f3,"Greater fluency in writing texts in both Spanish and English. Support with translations from English to Spanish, especially on technical topics.",Neutral,Improved accessibility for disabilities/ESL,Translation and language support,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c5c4518e-e891-411a-858a-6eeafcd22754,Greater speed in work tasks,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,121beeb1-5b1b-4f4b-882f-b9888be9fdb0,Has made things quicker,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,6491298b-0021-45b3-a679-c566e0067fe8,Having Advice from someone non biased,Neutral,Personal decision-making and recommendations,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,2e273506-76b0-4e3f-afaa-b5499e3665ac,Having a friend who you can talk to about anything is like having a half-psychologist. You can ask him/her directly if you don’t understand something.,Neutral,Emotional support and companionship,"Learning aid: studying, tutoring, explanations",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,adf8014c-6330-4f42-9e6a-3f20953d2b08,"Having a personal assistant that can so stuff for me and can also teach me at the same time, and having it work 24/7.",Positive,"Learning aid: studying, tutoring, explanations","Scheduling, organization, and reminders",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,1999dcd9-bc16-4b81-8df5-8a8dbd53dfde,"Having a teacher can guide me on how to act in the projects I need in life. From daily chores to emotional support to fitness guidance, etc.",Positive,Emotional support and companionship,Health and medical advice (non-urgent),"Learning aid: studying, tutoring, explanations",Personal decision-making and recommendations,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,3c9fa688-dd4a-42d5-8ea6-52099cf296c3,"Having access to ChatGPT has been very helpful in serving as a sounding board on communications - to friends, family, coworkers, recruiters, etc - to optimize my messaging in alignment with my intent.",Positive,Quality improvement in communication style,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,0cb264a4-1d19-48b4-b020-2f6821bf2ca6,Having instant acecces to information like the weather and sports schedules and scores.,Positive,Other,Smart home and everyday tool integration,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,55a20dcd-d72e-46b4-ad5b-101c5e70300a,Having to interact with AI customer service as first line instead of humans.,Negative,Customer service/chatbots replacing humans,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,e52ea0e5-ceaa-44e8-92a2-04d7db989e21,"He helped me a lot in my work as a designer by creating book content, images, designs and even giving feedback on them.",Positive,Brainstorming and creativity support,"Content creation: images, music, videos",Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,17c7539e-fa2c-4d1c-a846-90251a7c9624,Healthwise it has helped me stay fit through cosultations o how to go about it.,Positive,Health and medical advice (non-urgent),,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,aa3a50bf-2e48-41e3-bb53-27d9d6b5e041,Help me answer my questions,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,a67d7211-f30f-4038-aed7-74aa4e837261,Help me complete the writing and creation part of my work. I can just give AI some keywords and they will generate an email for me.,Positive,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,0b1d1c2f-2de8-483c-845b-32b13911cab3,Help me polish my email very quickly,Positive,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,7e046178-9c36-4193-b8cf-7f13897b15f2,Help me quickly master and apply complex skills (such as a computer language library),Positive,"Learning aid: studying, tutoring, explanations",,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,79eeb542-1e3c-4894-92e1-ddff20df2622,Help with mental health needs while waiting on long waitlists to talk to specialists and helping me write professional letters advocating for myself and my rights,Positive,Health and medical advice (non-urgent),Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,9373f3fd-9e4a-449a-9106-1af0344a936b,"Helped me edit translation documents and emails, saving me a lot of time.",Positive,Faster task completion and time savings,Translation and language support,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,fa095fc6-ef9e-4d73-bd5d-2b264c0e2fd6,"Helped me organize data or write an outline, which greatly saved my brainstorming time.",Positive,Brainstorming and creativity support,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,2a31c96e-6dda-4a21-b44a-db098edbeb22,Helped me the most at work (I do consulting),Positive,Improved productivity and efficiency at work,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,bb174424-b967-4d90-8035-541bc5bb2aef,"Helping day to day tasks, where normally it would take me an extended period to find information on a topic, AI solves it or provides and answer nearly immediately. Recipes, research info, basic facts about something, etc.",Neutral,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,390a5486-646a-4f40-95fe-5e648e164cba,"Helps me with studying and setting schedules. Also, helps me edit emails.",Positive,"Learning aid: studying, tutoring, explanations","Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c2ab5b5e-91ff-4747-af96-edb05ebd7123,Honestly the biggest change in my life with regards to AI in the past year has mostly been Google and other websites constantly giving AI results and prompting me to use AI more often. It helps with writing e-mails but I find that to be disingenuous so I try to avoid it unless I need to. ,Neutral,Increased exposure to AI-generated content,"Writing help: emails, documents, summaries",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,691b4fde-e152-4fb7-a508-a6c766876281,How often I wonder if I've interacted with AI or human on social media. ,Neutral,Greater distrust of online media/deepfakes,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,aa70150c-bddb-477e-84e7-38aa01fab8ac,"Human interactions, now when you need any kind of help or support, they first pass you on to a virtual assistant and from there they connect you with a person",Neutral,Customer service/chatbots replacing humans,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c154b4bd-061b-4ab2-b126-8285fac46a77,I Don't need to extensively search for information ,Neutral,Using AI instead of traditional web search,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,23705e50-4e5a-4b32-bad5-6874a1275807,I HAVE NOTICED LESS STRESS STRESS IN HANDLING TASKS,Neutral,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,59faf6af-4f93-480f-b345-faa7230d236f,I am a teacher. The use of AI has helped me in creating study material for teaching. It has also helped me in making question papers for my students. It saves me a lot of time and efforts.,Positive,Brainstorming and creativity support,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,e4a1af0f-7d59-40f8-92e0-77a3fe0bd6ac,I am able to automate my workflows and saving time.,Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,297077f1-a130-4460-9982-1d89f19acfbc,I am able to complete documentation at work a little faster ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,3edb6f48-2f9b-4713-a9a9-59fe7285a43b,"I am able to complete tasks faster that I usually could, which makes output easier through asking AI for guidance on tasks or having AI perform some of the tasks",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,15733eeb-84b4-4236-9584-c491fb09557a,"I am able to do more tasks with AI, I can do them more efficiently and fast, thus saving time",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c5ed6436-18c9-47be-b999-5a8e0da4322d,I am able to do my research work more efficiently and effectively. Some of the responses are beyond expectation.,Positive,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,9968bf9d-31b7-4939-b59b-79d695a622ce,I am able to get a bunch more ideas to improve my life.  I bounce wacky ideas off of AIs to see what they think.  I can't find this stuff on Youtube or google search.,Neutral,Brainstorming and creativity support,Personal decision-making and recommendations,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c55c228c-3265-40f6-86dc-048d9f4b90a0,I am able to send emails automatically so that I am focusing on my core job.,Neutral,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,67971dfd-e999-4e54-afeb-5c5762eece18,I am able to spend less time on tasks and so i am less tired because i do not use too much of my effort while thinking and doing manual research or even aimless internet research,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,5cc6bb63-01ab-4280-a9cf-49bd14f8c421,I am disabled and therefore have a lot of time on my hands to organize at home and work on different paperwork and lists and I feel like it has recently been very helpful to me in finding the most efficiant way to organize as well as repaint my house.,Positive,Improved accessibility for disabilities/ESL,"Scheduling, organization, and reminders",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,933540a7-f023-4646-b156-c6ee7c7d06fa,"I am involved in recruiting for a community organisation. I have noticed that many applications we receive have clear signs of generative AI in their CVs, cover letters, and email correspondence. I find that the personal, genuine, authentic tone of people gets lost. This makes recruiting more difficult because I immediately discard their applications. Before AI, they likely would have created significantly better applications.",Neutral,Increased exposure to AI-generated content,Quality improvement in communication style,Resume/CV and job application assistance,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,cc812b1b-8bb8-4a2b-b4c0-76794f430d94,I am lazy to think now,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,53835d8a-df9b-43a7-bae2-b0108689bf47,I am making more money through using AI,Neutral,Improved productivity and efficiency at work,Other,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,ab395e57-8cec-42d3-bba0-7b652bdc7b25,"I am more knowledgeable than before and mostly I save time on a lot of time on my daily tasks. My accessibility to a lot of things that make my life easier. I no longer travel for a lot of things, I just get them done in one space  in a short space of time.",Positive,Faster task completion and time savings,Improved accessibility for disabilities/ESL,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,bef7658f-439a-45a9-9786-69dab2344f57,"I am now more productive and fast. I am not engaging in much manual work, I put my energy and time where it is required and rest of the work is handled by AI",Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,24ddebe9-618f-4f3f-8c03-36b70ce62c37,"I am often fighting the urge to just ask ChatGPT about any and everything. As someone who understands the implications of dependence on AI, it really concerns me how I always seem to think to myself- I can just ChatGPT it.",Neutral,Reduced independent thinking/overreliance,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,5a5654fa-425c-4edb-a322-9a99e95803b9,I am relying too much on AI even on smaller things that requires me to think.,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,fa4bc886-7dbe-4761-8354-0b9f2f5dd543,I am very active in using AI to work with graphics and automate my activities in the photo studio.,Neutral,Automation of routine/repetitive tasks,"Content creation: images, music, videos",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,d76f7839-66c6-45f4-a670-3abb51b2ee07,I ask more questions to the AI to find information,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,d275944f-33b4-4590-a51e-865fedb79746,"I asked AI every time I faced problems or questions in my daily life. I don't really have to ask for help from a human, especially when it's something related to technical-wise. ",Neutral,Coding assistance and debugging,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,ee8cc57e-32c6-4922-afaf-69bb0e0d3f45,"I became more dependant on AI
",Neutral,Reduced independent thinking/overreliance,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,42056c29-970d-4103-a763-d4bda1029f21,I became more efficient and effective in executing my tasks by automating my tasks ,Positive,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,0354bdb7-552d-446c-a533-e5b00fcf0914,I can accomplish more with the help of AI. It greatly facilitates my information collection and organization. It also helps me expand and organize my thinking.,Positive,Brainstorming and creativity support,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,3a409fed-0ed2-488a-b491-23a35279ae94,I can afford more things because I save time thanks to AI,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,99dd607d-5f17-4966-b4ff-a5078445b53e,I can ask AI to answer questions instead of doing research myself.,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,9ce6020c-f90c-4d35-970f-cea953bbe2f1,"I can complete too many tasks without putting in too much effort, unlike before.",Positive,Faster task completion and time savings,Reduced independent thinking/overreliance,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,78d2a38e-7f2e-44dc-9f73-4ca2381b3249,I can do task that usually take longer time but now with AI i can finish it way more faster,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,2657b59f-a8e1-4786-98bb-b0381e9ad2cc,I can get information quicker,Neutral,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,cfa5fac1-b1c9-41fa-8ef8-9051316c2092,I can get things done much faster now.,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,599dd421-99b5-4011-b272-bc58bf4ed060,I can make summarizations and get the important details of a text faster.,Positive,Faster task completion and time savings,"Writing help: emails, documents, summaries",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,6c7fc71a-0408-4541-9c5e-1700d5d1a5bc,I can now accomplish tasks within a shorter duration of time ,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,f67dceb5-11de-4be8-a8a5-be6262b30e45,I can now ask AI with stuff that I usually research and read about in Google. ,Positive,Using AI instead of traditional web search,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,ed271471-373b-413b-9c7f-6468adeb2247,I can now concentrate on the most important thing and let AI do the rest,Positive,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,fbf11058-2509-4e5a-b688-209eb74b310a,"I can now no longer teach my son and daughter to do work as they just ask ChatGPT for the solution and they understand the question easily much faster than I tell them. Also, it has benefited for me as I start to ask a lot more questions to AI than before as it is reliable for my personal random questions",Positive,"Learning aid: studying, tutoring, explanations",Reduced independent thinking/overreliance,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,07a7695c-69a1-49c7-ae32-e74524e402fe,"I can now talk to someone (AI) about personal problems in order to get advice or second opinions, while keeping in mind that the AI is very sycophantic, that it is always on my side, which distorts the value of the discussions a little but I think it is better than nothing",Neutral,Emotional support and companionship,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,1133b07b-399b-4522-87e0-09fd56548c65,"I can only be responsible for the architecture, and let AI do the specific code implementation.",Neutral,Coding assistance and debugging,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c34b371a-d03f-40b3-a503-40d572e639f5,"I can perform tedious tasks that don't necessarily require an explanation from me, and thus save time with AI.",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,924ab28c-9e96-47f8-aed8-08d137f19e73,"I can research professional knowledge much more easily

And entire work style of coding is changed",Neutral,Coding assistance and debugging,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,299706d0-2b9f-4ed0-b50f-e8e9cfac999c,I can save a lot of time from researching things online,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,cb5e777e-5138-4f1b-a50d-151e5bca347c,I can save time and complete more tasks in less time.,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,00f21b74-0b58-4d76-b2f4-caecfd83f5b1,"I can use AI to write papers and emails, making the language more professional. I am not good at writing, and AI has helped me reach the level of expression of locals (I studied in an English-speaking country)",Positive,Improved accessibility for disabilities/ESL,Quality improvement in communication style,Translation and language support,"Writing help: emails, documents, summaries",,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,e4aeabee-1acb-4cd5-98c1-e9d65d3619f6,I can work more efficiently now with the help from AI,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,1ab421d7-fe8e-4297-a57d-9a631c331bc1,I can't seem to frame sentences promptly as I used to before I started using AI.,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,f56ade01-ab95-43bc-9bec-8f1c35138a97,I depend on AI for making a conversation or searching idea for work,Neutral,Brainstorming and creativity support,Improved productivity and efficiency at work,Using AI instead of traditional web search,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,7333f1c2-59f9-46df-b703-b64b1e58b33b,I depend on it,Neutral,Improved productivity and efficiency at work,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,70801fc8-d0e5-4fac-9c12-57360fd73b0c,"I don't think it was a daily thing, but I consult an AI weekly for various personal issues, while at work it has become a daily thing.",Neutral,Emotional support and companionship,Personal decision-making and recommendations,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c0b81072-7075-47e3-9b04-684dd9b40207,I don't use AI that much in general so probably not a lot of change has happened but I sometimes use chatGPT to search information and I find that very helpful.,Positive,Not much/no noticeable change for some,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,ba06e28f-20ab-4147-8dc0-2e8dddc6ea8b,I don't use it to the point where it changes my life.,Neutral,Not much/no noticeable change for some,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,e7499078-8593-4a14-94a7-4d08c4dd55dc,"I don’t bother coming up with professional emails, creative designs for ads, caption",Neutral,"Content creation: images, music, videos",Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,6741464a-126d-42af-90eb-33e9444e7fc8,"I encouter problems with my computer, I spent 2 minutes to fix this, other than hours searching for solutions on the Internet then  applying these solutions to see they work or not",Neutral,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,d31ef341-5861-41de-9fe5-b5fb7b863c5f,I especially started checking my grammar more frequently.,Positive,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,0af2e9e9-bb0c-4e48-938e-05eda188031d,"I feel a little more confident in my decisions, being able to approach a topic with multiple perspectives formulated by AI. Using AI in my work also allows me to streamline tasks and save time.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,6e205f8f-62fe-472b-be49-9647453fbeb5,I feel confident enough to do my task with an AI assistant if I need it.,Positive,Improved productivity and efficiency at work,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,96b50cb1-8d5a-4f74-801d-4b86a643d48d,"I feel like my thinking ability has deteriorated, and I often rely on artificial intelligence to help me come up with some creative ideas, whether at work or in life.",Positive,Brainstorming and creativity support,Reduced independent thinking/overreliance,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,30f889f5-7c70-4e4d-87ed-a9358fb78246,"I feel like now for work related thing, i rely on AI alot cause it make my work go fast and wite content which i need. ",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,191d9f87-14a0-4b0a-9b90-6b219aeeede1,"I feel more confident when I deal with issues I have never dealt with before. With its assistance of AI, I have at least known the direction. ",Neutral,Personal decision-making and recommendations,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,a0f39b33-18d1-427f-95d7-f575ac1b7bda,"I feel more efficient at certain things. Without the AI, I'd have to spend a little more exploring Google results to find my answers, let alone related to code, it'd take me way more time to learn a topic or be introduced to it, receive feedback on my work, brainstorm ideas, etc.",Neutral,Coding assistance and debugging,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",Using AI instead of traditional web search,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,96927937-0c3d-4c4b-bf22-ccf3969c25cb,I feel that AI has made it possible to complete time-consuming tasks such as writing and correcting sentences in a short amount of time.,Positive,Faster task completion and time savings,"Writing help: emails, documents, summaries",,,,,,,,
