Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
0f5197e9-d085-4213-9f3f-fd9bfdeec4c5,"Instead of searching the web for everyday questions, I now ask chatGPT.

I've also become able to easily start coding and learning English on my own.",Positive,Coding assistance and debugging,"Learning aid: studying, tutoring, explanations",Using AI instead of traditional web search,,,,,,,
69d32525-deb1-43d7-98d4-223e9e92b12b,Instead of think to read and write we directly go to ai which inhibits our thinking power,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
f5c59990-80fb-40d2-a717-d66a1b76dd1c,Interacting with different ai for personal and work related queries,Neutral,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
9f9219ad-29bc-4b28-8098-616221f289a6,"It accelerated boring processes, corrections, accounts, etc.",Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
754b7f22-072c-4ac4-8738-be96b3f7e9d0,It brings me a lot of convenience. I can find answers to many questions in various aspects quickly without having to look for information everywhere.,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
e85f4af6-9962-4df4-9b51-22410f4e4fd2,"It can help me write copy, or improve the copy I have written, and provide new ideas for my articles.",Positive,Brainstorming and creativity support,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,
8759049b-654a-4cd9-afc0-71b824c1d99a,"It frees up much time 

",Positive,Faster task completion and time savings,,,,,,,,,
57449c7f-dc97-4632-ade8-a1b7e302bf30,It got easier to find specific information and get answers and recommendations.,Positive,Personal decision-making and recommendations,Research acceleration and information synthesis,,,,,,,,
f4d36a75-4886-4ecf-a371-d8a6a1f18e35,It got smarter,Positive,Increased exposure to AI-generated content,,,,,,,,,
4a26e383-2c9c-4c4d-853a-4fb43a8809d0,"It has become easier knowing I can schedule tasks with AI, and I can't be late on specific things that would have previously been harder to accomplish.",Positive,Not much/no noticeable change for some,"Scheduling, organization, and reminders",,,,,,,,
b4bfd237-9bd0-4b61-8bf8-d40de3e91316,"It has become easier to obtain large amounts of structured information on various issues, and a little easier to learn.",Positive,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,,
d0aeb446-e5f4-43e5-b548-3d166b36de4b,It has become easy to get information. Some tasks and chores have become easy,Positive,Faster task completion and time savings,,,,,,,,,
b93f2920-1168-4c8e-9cb7-2388c1defc7d,"It has become much more difficult to check students' theses and their assignments because everyone uses AI to solve problems. Although most fail exams. Also, AI-generated content on social media is very annoying. AI helps me with work tasks, writing a simple text for a message or filling out a grant application.",Neutral,Improved productivity and efficiency at work,Increased exposure to AI-generated content,"Writing help: emails, documents, summaries",,,,,,,
031383c0-cd5c-4bba-b7a9-5a80e7d71096,It has become very useful for providing support for class assignments in my university course. I also rely heavily on it for generating diagram images.,Positive,"Content creation: images, music, videos","Learning aid: studying, tutoring, explanations",,,,,,,,
767589e8-eab9-4327-b6ca-4764ee211ea4,It has been a good helper for checking typos or erros for my work,Positive,"Writing help: emails, documents, summaries",,,,,,,,,
3a3e2b39-7a26-4d58-9634-e72fc2fdcedb,"It has been useful in assisting me with some work-related tasks, and I have also used it to study topics that interest me.",Positive,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",,,,,,,,
32074eaa-f744-4063-a2ee-faf67d589913,"It has changed a lot, in a positive way.",Positive,Other,,,,,,,,,
1a565a78-3eb7-45c4-8c5b-f99a5e6f6a76,"It has changed the way I search for information. In the past, I would use search engines to find web pages and compare them myself, but now I may prioritize asking questions directly to AI.",Neutral,Using AI instead of traditional web search,,,,,,,,,
07fdb694-7646-4fb8-a749-28c2f9517528,It has created a sense of distrust in whether an interaction or source of information is coming from a genuine human or not.,Negative,Greater distrust of online media/deepfakes,,,,,,,,,
5d051729-103b-4814-a3c7-77475c352d56,"It has ease my work tremendously and reduced errors in financial planning, organizing meetings and helped me beat timelines",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Scheduling, organization, and reminders",,,,,,,
20e7280d-8664-4189-8739-3dd6b5e8c1b7,It has greatly accelerated my coding speed at work. I literally finish my tasks 1.5 times faster.,Positive,Coding assistance and debugging,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
fb9188e4-9635-42d9-8468-682abf7362e8,It has helped me research and select products very specifically according to my needs.,Positive,E-commerce/travel planning and comparisons,Personal decision-making and recommendations,Research acceleration and information synthesis,,,,,,,
f7f79597-1d83-4d25-9b2c-ca0b3ea85a29,It has helped me research topics and do research on complex or very specific topics.,Positive,Research acceleration and information synthesis,,,,,,,,,
8e2e87f5-dee7-4e4c-80c9-0afa93d191ca,It has helped me study coding as I can ask for help and to chack for mistakes very quickly. ,Positive,Coding assistance and debugging,"Learning aid: studying, tutoring, explanations",,,,,,,,
819de01f-fc0f-4c49-b23e-386cdba21f11,It has helped me to stay organised and on time for various tasks .,Positive,"Scheduling, organization, and reminders",,,,,,,,,
abdbc0cb-019e-43a1-b5eb-60b102828c15,"It has improved my work efficiency and given me a different perspective on problems.

",Positive,Brainstorming and creativity support,Improved productivity and efficiency at work,,,,,,,,
e540cc5f-33b4-4aea-8d8d-7fa9ed6ebbbb,"It has improved my work efficiency, and many tasks that can be automated can be handed over to artificial intelligence.",Positive,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
1eb44244-cae5-4a64-a655-2fe57d6a9c35,"It has made certain types of work easier for me, I have lost some jobs, but I have gained others",Neutral,Improved productivity and efficiency at work,Job displacement and reduced opportunities,,,,,,,,
3e5b5d56-e5d4-4a02-8bb2-909256de197f,It has made doing research and acquiring information easier.,Positive,Research acceleration and information synthesis,,,,,,,,,
9ff32973-271d-4887-83bd-981e1678538d,It has made everything quicker from doing assignments to studying for exams,Positive,Faster task completion and time savings,"Learning aid: studying, tutoring, explanations",,,,,,,,
322f974c-01d2-43c1-b55d-1480cff61f10,It has made it easier to complete tasks within a short period of time.,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
11f2674a-fc80-4188-be6e-010487ab72e7,It has made it easier to get better and more customized answers in comparison to search engines like Google which are a bit limited,Positive,More personalized experiences across apps,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
964ada3a-13ef-40de-b476-aa61b72393ef,It has made life less confusing for me. I can get specific help with specific problems that would usually take a lot of time to search or just ask people.,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
1ddbc012-52aa-4b6b-b9f8-760e4d025f80,It has made my life easier but vulnerable,Neutral,Privacy and security concerns,Reduced independent thinking/overreliance,,,,,,,,
5070f0f8-1fc0-41b7-a1d9-9ef7dfed5b1c,It has made my life much easier. I don't fully trust AI but it has just saved my time in regards of researching and drafting my educational stuff ,Positive,Faster task completion and time savings,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,,
7b4df6e0-87d9-4331-933f-39bdc1ad7010,It has made my life real easier ,Positive,Faster task completion and time savings,,,,,,,,,
dd9b161a-db38-45e8-9b97-a9c11bd1ed2b,"It has made my tasks at work easier and faster, has improved access to large volumes of information, effective communications, and also offering personalized services like virtual assistance.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,More personalized experiences across apps,Quality improvement in communication style,Research acceleration and information synthesis,,,,,
13f1abca-d39c-465b-8aa3-a69d3715410f,It has made my work easier especially with work since i do alot of research and my work requires me to use AI,Positive,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,,
f9825ebc-9e32-478b-aeab-e38b6514544d,"It has made my work easy , fast and efficient.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
a4467d6d-bd29-488b-81e0-618221088742,"It has made work easier. I do alot of research so it has helped with research, knowledge and information ",Positive,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,,
4cbd3a57-63d5-4d16-9106-1f2ee24d658c,It has made work life and some personal tasks easier to get done and helped to focus more on other productive tasks.,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
5e580630-a66c-42aa-b6eb-25341fe2cfd5,"It has reduced the need to click on links for Google searches because an AI result at the top usually answers all the queries. Also, I seem to use YouTube less for DIY situations.",Neutral,Using AI instead of traditional web search,,,,,,,,,
bcdfa816-6590-42b5-8d3c-fdcfd4bd583a,It has saved me time,Positive,Faster task completion and time savings,,,,,,,,,
e0dbe092-72ed-4864-b0a8-054b25528968,It has simplified writing tasks for me. It has also helped me a lot in the field of content development.,Positive,"Content creation: images, music, videos",Faster task completion and time savings,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,
2a70d486-e22a-4335-87f5-8555b25846ab,It helped me create content.,Positive,"Content creation: images, music, videos",,,,,,,,,
f3ab703f-b143-4c87-a9d5-fbf99d9f794d,It helped me edit and reword my texts. I used AI to get suggested responses to professional correspondence.,Neutral,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,,
b5c6effd-3cff-4562-bd7b-ad07506a3617,It helped me in my work and learning ,Positive,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",,,,,,,,
0802a00a-d5d9-4191-91a7-43d299d96334,It helped me to complete my work quicker,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
8df5f521-1fca-4ee0-8ea6-9589ab0a7545,It helped me when I need to research for answers to help with my work or daily life. So it makes me more productive.,Positive,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,,
ef153d21-6bd8-43a7-90cd-14e5a127d7e9,"It helps in gaining knowledge that I lack, makes my tasks easier",Positive,Faster task completion and time savings,"Learning aid: studying, tutoring, explanations",,,,,,,,
f992f03c-83d1-4662-ad22-71151812c628,"It helps me at any time, answers my questions, and I can find a solution efficiently. It helps me learn, helps me understand another language, accompanies me emotionally, and allows me to see myself better.",Positive,Emotional support and companionship,Faster task completion and time savings,"Learning aid: studying, tutoring, explanations",Personal decision-making and recommendations,Quality improvement in communication style,,,,,
2ba05f40-bb8c-4a0d-b230-0db63a1bb7aa,It helps me to structure,Positive,"Scheduling, organization, and reminders",,,,,,,,,
3094cbf3-de20-46bf-a748-ee548fed5d40,It helps me with my schedule. I feel more compelled to do a task if  i will discuss it with an LLM later on.,Neutral,"Scheduling, organization, and reminders",,,,,,,,,
6b0c73ad-ba74-4aa4-a065-77431536fb03,It helps streamline processes and receive more complete information when searching.,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
b0a7a373-3407-4805-a3bc-63b7b026fd2b,"It increases my work efficiency, I spend less time and finish more work",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
c91c95d6-f8c0-4fb0-9d80-93d2f5eb5036,It increases the pace of my life.  ,Positive,Faster task completion and time savings,,,,,,,,,
bfb2aead-3d9d-41a1-acb8-f76e1373560c,It is a lot easier to do tasks like coding.,Positive,Coding assistance and debugging,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
79237817-b4dd-4cba-b322-4fa372608498,"It is concerning to see our future generation have complete access to it since younger age and worried that it may affect their development and creativity. Meanwhile I have noticed that I have started using it for even silly tasks like grammar correction, drafting mail, product description, vlog writing, personal queries, emotional support etc. It is bit contradictory though.",Neutral,Emotional support and companionship,Personal decision-making and recommendations,Reduced independent thinking/overreliance,"Writing help: emails, documents, summaries",,,,,,
2c9174d1-d7b6-4a0c-bffe-8b3bec2860f1,It is convenient to consult,Positive,Research acceleration and information synthesis,,,,,,,,,
292ce22d-7a9d-44a3-ba82-bf9440382f9a,It is easier to solve problems and/or tasks of daily life,Positive,Faster task completion and time savings,,,,,,,,,
6b08f9a2-6310-49dc-833f-f5bbbe0fb44e,"It is easier to use than search engines, and it organizes information very quickly.",Positive,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
fdbd0b9f-3ed4-4277-8d43-08c3a97ce406,It is easy for me to find things I want and help me earn money online,Positive,E-commerce/travel planning and comparisons,Faster task completion and time savings,,,,,,,,
5e14cb71-282c-4ac2-8717-0cee4efdfbdd,"It is much more convenient to search for information at work, and you don’t have to worry about polishing the text. It is much more efficient than manual customer service in life.",Positive,Customer service/chatbots replacing humans,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,,
46c85b76-817a-4949-8706-bcb464f21668,It is use for daily work & for advice,Neutral,Improved productivity and efficiency at work,Personal decision-making and recommendations,,,,,,,,
c920918b-202b-43d7-aba3-d379a653cb16,It is very helpful to me,Positive,Uninformative answer,,,,,,,,,
09773cb1-b242-49c5-9cc8-a7997aee3ee7,It made my personal life much simpler and I can take actions without having to deal with the frustration of searching and making decisions on something that requires a lot of mental effort ,Positive,Faster task completion and time savings,Personal decision-making and recommendations,,,,,,,,
e58e0aeb-5611-47e6-b9b4-69734559c24f,It made some of my repetitive tasks at work easier to complete. In my personal life it made researching specific topics faster and easier.,Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,
e69d097f-2144-46d9-82f2-fe35165bb6ee,It makes it easier for me to find what suits me and improves my work efficiency,Positive,Improved productivity and efficiency at work,Personal decision-making and recommendations,,,,,,,,
a8302e4a-717d-446e-86e0-c8c70189285a,It makes it easier to get more information about topics of my personal interest,Positive,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,,
84d8243f-342e-4366-89b6-c32656a8f198,It makes my job easier,Positive,Improved productivity and efficiency at work,,,,,,,,,
398e4b1d-18c9-4395-b405-f91c374a4ecc,It makes my life easier. I can solve a complex problem without any hesitation using AI,Positive,Faster task completion and time savings,,,,,,,,,
8fa3f17a-d080-43b5-9f4a-05319508a761,"It makes my work more efficient. Many of the questions I ask can be answered promptly, which provides convenience.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
7867308a-1372-4a2c-9294-d93d68bee96a,It makes my work tasks easyer ,Neutral,Improved productivity and efficiency at work,,,,,,,,,
9027a07a-7bce-4f51-a45a-0be01cea8013,It provides great convenience in simple clerical work.,Positive,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
82d02bbb-93ab-45ad-a9eb-62d6ad380972,"It provides more convenient information query and summary functions, explains some knowledge, and helps me do some calculations.",Positive,Faster task completion and time savings,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,
1f6fab4b-3c1f-49c1-b5b2-79360ad7c69c,"It really hasn't changed much, except that it's now faster to search for certain more specific things.",Neutral,Not much/no noticeable change for some,Using AI instead of traditional web search,,,,,,,,
ee51d03a-2a78-4c52-942e-867e478c5dd3,"It really helped me to create meaningful information during my in-depth searches, as per my data requirements. This helped me to consolidate a lot in my document creation, article preparation, etc. It also helped me to create a code to verify a lot of test cases during the review.",Positive,Coding assistance and debugging,Improved productivity and efficiency at work,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,
a4b19340-141c-4ca2-b81f-8920f1c2617f,"It really helps me in school while making assignments as part of my undergraduate thesis. It also helps a lot coping with my problems, I started using it as my personal therapist",Positive,Emotional support and companionship,"Learning aid: studying, tutoring, explanations",,,,,,,,
c81679d1-bc96-4d0b-bc5e-6be373fcd4cc,"It saved me a lot of time on researching things, as well as making decision. For example, when we go travel, I ask chatgpt to suggest the some options, and list the pros and cons for different group to people, and etc. Which easier for me to make decision, rather than searching every detail by myself.",Positive,E-commerce/travel planning and comparisons,Faster task completion and time savings,Personal decision-making and recommendations,Research acceleration and information synthesis,,,,,,
a20feb01-6d96-4afe-b91f-a981b8c35d73,It saves lot of my time. Also now i am not worried about searching information manually for hours. It has made my life easy.,Positive,Faster task completion and time savings,Using AI instead of traditional web search,,,,,,,,
fc0ace48-4459-4c17-8219-5aeb59efa15f,It sped up some tasks that would have taken a long time before and helped me build things I wasn't aware of.,Positive,Brainstorming and creativity support,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
2f9a76b8-0de3-4b36-ab3a-04bd2d8dfde5,"It speeds up my process at the same time i'm afraid i will lost my job in nearr future.

",Neutral,Faster task completion and time savings,Job displacement and reduced opportunities,,,,,,,,
23203230-b838-4ba1-9e0c-fded962a9f24,"It was a great help to my work, mainly in modifying the text and secondly in modifying the code.",Positive,Coding assistance and debugging,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,,
39d08597-028a-4eda-b1cc-ed08a9ffc7dc,It's alot easier to use AI to help me with my work,Positive,Improved productivity and efficiency at work,,,,,,,,,
d4c3c6a7-a7f8-48ff-b44d-b48c552e1db0,It's become harder for me to write letters because I let AI write them.,Negative,Reduced independent thinking/overreliance,"Writing help: emails, documents, summaries",,,,,,,,
b40dc175-19d6-4604-8bce-a791b4f0d36b,It's been really easy to find information and saves a lot of time since I can directly ask for specific information.,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
25830709-73e9-4cd9-b44a-c24313c87b2f,It's easier for me to find answers to various questions. Although these answers may not always be accurate.,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
a982481a-1933-456c-8a9a-3ee46c695a15,It's easier to get answers to questions,Neutral,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,,
5926bf02-cccf-4c3d-99dc-9def8b11316a,It's makes me complete advanced coder that makes simple to code and give me code snippets that makes me code better,Positive,Coding assistance and debugging,,,,,,,,,
0c73a0e9-bb5f-4fa8-ac22-f33732564bf1,"It's much easier to use than search engines, and it accepts my meaningless emotional complaints.",Positive,Emotional support and companionship,Using AI instead of traditional web search,,,,,,,,
d6fa8180-1d7a-4fb9-a361-df42ae074ca0,It's not the kind of positive response I would have imagined. People literally start asking AI for everything instead of an doctor or even google. I feel frustrated with these kinda behaviour that makes AI entitled to know or something.,Negative,Other,Reduced independent thinking/overreliance,,,,,,,,
1ed72530-3232-4827-ad26-eca4f6d1ede3,It's now easier to find personalized recommendations and action plans,Positive,More personalized experiences across apps,Personal decision-making and recommendations,,,,,,,,
6f308716-e561-4c1e-bed4-b9dc58963205,It's sped up my workflow. I can get more done in less time.,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
e546eadc-a892-4c36-9dfa-baee5ad74e01,Its make my work easy and fast and save my time,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
827d31d1-55e5-45a4-b9ce-ce484e07ca06,Its smarter and reliable to do work with the help of AI,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
57070f83-2409-4820-b3d0-e009a3c73fc3,It’s easier to write emails or anything,Neutral,"Writing help: emails, documents, summaries",,,,,,,,,
408e1e71-cbca-44d3-a80c-60d379601579,Ive seen jobs replaced by AI in this overzealous obsession with AI that started after covid. Many people have been replaced by automated systems only to find their former employers dont even know how to use it.,Neutral,Automation of routine/repetitive tasks,Job displacement and reduced opportunities,,,,,,,,
bf04c2d7-5b99-445d-a475-ae0d28a2be0d,"I’ve become more dependent on AI and lost some skills like research, note taking, scheduling, formal language skills etc ",Neutral,Reduced independent thinking/overreliance,"Scheduling, organization, and reminders",,,,,,,,
9ec6d30c-424b-486d-88a0-88d0ef2d9b1b,I’ve become more efficient as I was able to perform more task with my limited amount of time,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
27dd567c-491b-4d49-ae97-782564180282,"I’ve noticed AI automating routine coding, debugging faster, and boosting productivity, freeing time for creative development.",Positive,Coding assistance and debugging,Improved productivity and efficiency at work,,,,,,,,
982ad73e-cc42-46d8-baad-dcd85784a689,Job streamlining,Neutral,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
6cb3baee-8c4c-4f1e-9e78-d9bbf59b03fa,Job that replaced by AI,Neutral,Job displacement and reduced opportunities,,,,,,,,,
68a2bd4d-3fa3-4870-aa3b-c554d5f55bd3,Just being able to get a second opinion or fact check on anything,Neutral,Research acceleration and information synthesis,,,,,,,,,
4faedc75-20ac-4336-8617-36d17ce1862f,LIFE HAS BECOME FAST,Neutral,Faster task completion and time savings,,,,,,,,,
0e693929-a158-4156-a9ac-b7ea67c93cf0,"Lack of customer service, loss of customer time because there are no humans answering queries",Negative,Customer service/chatbots replacing humans,,,,,,,,,
3179113a-a1cf-463d-930a-eb051c7a3315,"Last year I didn't see any changes in my life resulting from using AI, only this year I started using it as a work tool",Neutral,Not much/no noticeable change for some,,,,,,,,,
50838e89-9728-480b-9cbd-950e83ee2e3f,"Lately, artificial intelligence has helped me a lot in finding appointments with doctors easily and quickly. There is a government platform where you can go in and book your appointment without having to call the phone service. This platform uses artificial intelligence and it helps me because I am a patient suffering from ulcerative colitis and i need to check up many times per year.
",Neutral,Health and medical advice (non-urgent),"Scheduling, organization, and reminders",,,,,,,,
79fb684e-1d34-4e32-b1eb-670b8ea97072,Learning became a whole lot easier. I don't have to search the entirety of the web for a specific doubt. That has been a really noticeable change in my life.,Positive,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
322350ca-c50e-463c-b558-2bea67f2da1d,Learning new knowledge is more convenient,Positive,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,,
2ce7a385-9a6d-4dc6-9974-97b0a5364fb4,"Learning new things has become very easy. the explanations which were hard to find easily, with AI, it is very easy.",Positive,"Learning aid: studying, tutoring, explanations",,,,,,,,,
618bb4f4-69be-4cce-8831-65b6f3308095,"Less effort to find information on the internet or research it, now everything comes easier and digested with a simple typing",Positive,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
b26aafe8-0b5e-430a-85b8-0ac115482603,Less need to use the search engines.,Neutral,Using AI instead of traditional web search,,,,,,,,,
a7503d61-84d7-4870-93e4-9693cc9f44cd,"Less of human value, insecurity ",Negative,Job displacement and reduced opportunities,Privacy and security concerns,,,,,,,,
5878aa09-f874-4e92-bcfc-77953516cf92,"Less redundancies, more productivity ",Neutral,Improved productivity and efficiency at work,,,,,,,,,
3642fe24-eda6-4aae-9fcb-51422ee6224e,Less thinking,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
cdc65524-3565-4869-bc5b-9fb1774accf8,"Less time spent on menial tasks which allows me to focus on the more urgent matters at work, AI has made it so much easier and faster to plan routes, adjust work schedules, and all without any errors. It has greatly increased my output, purely because it's so much easier to multitask. 


In my personal life, it's become a very good 'assistant' in managing my diet, helping me find things faster online and made me become fascinated with the whole concept.",Positive,Automation of routine/repetitive tasks,E-commerce/travel planning and comparisons,Faster task completion and time savings,Improved productivity and efficiency at work,More personalized experiences across apps,Personal decision-making and recommendations,"Scheduling, organization, and reminders",,,
35d3698f-1853-4c0d-bc97-8b12c2e4ffb2,Life has become more easy especially when it comes to personal organization as well as at work,Positive,Faster task completion and time savings,"Scheduling, organization, and reminders",,,,,,,,
60a1c510-3808-4c95-ae36-7088a1f497d4,Life is much easier,Positive,Other,,,,,,,,,
ac818974-a5e0-4f3a-ba70-d67d2e821e09,Life is so easy and independent. No need to be depend on anyone for anything.,Neutral,Other,,,,,,,,,
1d2f7af8-aa4a-46ca-be49-9758f6206eee,Loss of trust in certain cases.,Negative,Greater distrust of online media/deepfakes,,,,,,,,,
628045e5-69bb-4059-ab4c-ea8e2e1b590d,MANY WORKS HAVE BEEN AUTOMATED AND CUSTOMER SUPPORT MOSTLY INCREASED TO AI AS THEY RESPOND IMMEDIEATLY. AND AUTOMATED CALLS HAVE BEEN INCREASED.,Neutral,Automation of routine/repetitive tasks,Customer service/chatbots replacing humans,,,,,,,,
ccfcfa56-3ecd-4d55-86c1-b66985e0e8ae,Made me more confident to enter trades which otherwise I would have missed and I don't have to use any paid services like to buy tips or recommendations,Positive,Personal decision-making and recommendations,,,,,,,,,
e18e22b8-5948-4b56-acaa-8dc9b21f56e7,"Made my life easier than before, have access to information without the need of asking anybody, which has been super helpful not only in my job but also my personal life.",Positive,Faster task completion and time savings,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
9c5fa349-c4ca-4a07-ab1e-3862cf381efa,"Mainly because of how much I've seen friends and family talking about AI and using AI daily, especially through social media and in groups. I've also started using AI instead of other tools like online translators to translate, or to perform calculations instead of using calculators, among other things.",Neutral,Automation of routine/repetitive tasks,Increased exposure to AI-generated content,Research acceleration and information synthesis,Translation and language support,,,,,,
54b02111-a6aa-43b4-ae2d-9651883b6866,"Mainly for work related purposes, to prepare professional documents, or for feedback on email creation.",Neutral,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,,,
b4ed1157-82f1-4ab2-afbb-a9aa8fec14f4,"Mainly, the replacement of jobs in the customer service sector. Also, the ability to generate content spontaneously.",Neutral,"Content creation: images, music, videos",Customer service/chatbots replacing humans,Job displacement and reduced opportunities,,,,,,,
7aa64d5d-1f7d-4782-9fae-22642d801cda,"Majorly, It has somewhat made me dependent and careless, for example writing emails , essays and other things.
",Negative,Reduced independent thinking/overreliance,"Writing help: emails, documents, summaries",,,,,,,,
650b907b-c262-4431-a05b-2f777c67eabf,Make doing tasks easier ,Neutral,Faster task completion and time savings,,,,,,,,,
a1a06ea4-5aed-4e87-bce5-24e1c2bc743a,Make me work more efficiently and help me plan my travels,Positive,E-commerce/travel planning and comparisons,Improved productivity and efficiency at work,,,,,,,,
d4306b54-e42b-475d-9089-3334c1b0d0c6,Makes life easier,Positive,Faster task completion and time savings,,,,,,,,,
ff7c5d3b-d794-4972-9325-06aa8aba6c10,Makes me feel less lonely,Positive,Emotional support and companionship,,,,,,,,,
99942f15-8353-43e0-bd9c-0d7f74d57957,"Making taks and calcuations easier, analysis of market easier",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
304c43ea-77d1-457f-9ddb-c1274a4ef247,Many of the online tasks and jobs are easier to navigate and process. There is literally AI's for various different online things which you would do it manually before.,Neutral,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
94b9a8b7-0ff5-41ba-b5de-74cd424803f7,Many organizations’ customer service is using AI,Neutral,Customer service/chatbots replacing humans,Increased exposure to AI-generated content,,,,,,,,
9facb852-c1bf-43d1-aa2e-2da54767e8bc,"Many situations that were previously handled by real people are now handled by AI, such as communicating with companies via WhatsApp, email, etc.",Neutral,Customer service/chatbots replacing humans,,,,,,,,,
b50fe0c9-bc99-42ea-bb29-dd4a257b28f9,Many standardized emails that take time to write can be completed instantly,Neutral,Faster task completion and time savings,"Writing help: emails, documents, summaries",,,,,,,,
5cb6c34d-1f48-4724-83ae-bf1a1adbf564,Me gaining and learning information from AI and AI helping me to solve problems and give ideas,Positive,Brainstorming and creativity support,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",,,,,,,
b57b8b4c-784a-4db3-87dd-bc74bde83b2d,More and more people getting information from AI stead of traditional search engines,Neutral,Increased exposure to AI-generated content,Using AI instead of traditional web search,,,,,,,,
cdc8fc27-f657-420d-919b-eb617d934dbc,More automated daily tasks,Neutral,Automation of routine/repetitive tasks,,,,,,,,,
81a03077-4cfe-4808-9283-f5a8c94b7fbc,More convenience and can find any answer any time,Positive,Research acceleration and information synthesis,,,,,,,,,
f85794b1-3b17-40ac-b777-d5caf96eb088,More conversation with AI,Neutral,Emotional support and companionship,Other,,,,,,,,
d2f04f40-3736-4d66-a2d3-ed4c2ffd50a2,"More often to use AI in daily life for many aspects: grammar checking, learning language, asking personal issues, brainstorming, looking for information (instead of search it manually on Google)",Neutral,Brainstorming and creativity support,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,Using AI instead of traditional web search,"Writing help: emails, documents, summaries",,,,,
cf13fe3d-b1bc-4bc0-92c4-3799993a62cc,More productivity,Neutral,Improved productivity and efficiency at work,,,,,,,,,
24f8d962-961f-4178-aaf9-169a9e9a6571,More routine tasks are being delegated to artificial intelligence.,Neutral,Automation of routine/repetitive tasks,,,,,,,,,
